Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"assisted-suicide",0,1,0.000,1.000,0.250,0.750
"kevorkian",0,1,0.000,1.000,0.250,0.750
"83",0,1,0.000,1.000,0.250,0.750
"california's",0,1,0.000,1.000,0.250,0.750
"unconstitutional;",0,1,0.000,1.000,0.250,0.750
"appeal",0,5,0.000,1.000,0.083,0.917
"mass.",0,1,0.000,1.000,0.250,0.750
"council",0,2,0.000,1.000,0.167,0.833
"construction",0,1,0.000,1.000,0.250,0.750
"w.",0,1,0.000,1.000,0.250,0.750
"remain",0,1,0.000,1.000,0.250,0.750
"dep",0,1,0.000,1.000,0.250,0.750
"supervision",0,1,0.000,1.000,0.250,0.750
"contamination",0,1,0.000,1.000,0.250,0.750
"flutes",0,1,0.000,1.000,0.250,0.750
"clues",0,2,0.000,1.000,0.167,0.833
"clinton",0,8,0.000,1.000,0.056,0.944
"uniforms",0,1,0.000,1.000,0.250,0.750
"flee",0,2,0.000,1.000,0.167,0.833
"webber",0,1,0.000,1.000,0.250,0.750
"175",0,1,0.000,1.000,0.250,0.750
"homeland",0,2,0.000,1.000,0.167,0.833
"monitors",0,1,0.000,1.000,0.250,0.750
"suspicious",0,4,0.000,1.000,0.100,0.900
"$16.4",0,1,0.000,1.000,0.250,0.750
"recalls",0,1,0.000,1.000,0.250,0.750
"iii",0,2,0.000,1.000,0.167,0.833
"premieres",0,1,0.000,1.000,0.250,0.750
"cannes",0,1,0.000,1.000,0.250,0.750
"batter",0,1,0.000,1.000,0.250,0.750
"nicholas",0,1,0.000,1.000,0.250,0.750
"cleared",0,2,0.000,1.000,0.167,0.833
"misconduct",0,1,0.000,1.000,0.250,0.750
"harper's",0,1,0.000,1.000,0.250,0.750
"assistance",0,1,0.000,1.000,0.250,0.750
"unfairly",0,1,0.000,1.000,0.250,0.750
"dismissed",0,1,0.000,1.000,0.250,0.750
"colleague",0,1,0.000,1.000,0.250,0.750
"comply",0,1,0.000,1.000,0.250,0.750
"evanston",0,1,0.000,1.000,0.250,0.750
"middle",0,4,0.000,1.000,0.100,0.900
"siberia",0,1,0.000,1.000,0.250,0.750
"qaeda",0,2,0.000,1.000,0.167,0.833
"maoist",0,1,0.000,1.000,0.250,0.750
"grievances",0,1,0.000,1.000,0.250,0.750
"elite",0,1,0.000,1.000,0.250,0.750
"gregg",0,1,0.000,1.000,0.250,0.750
"commerce",0,1,0.000,1.000,0.250,0.750
"f1",0,1,0.000,1.000,0.250,0.750
"entry",0,1,0.000,1.000,0.250,0.750
"ipo",0,1,0.000,1.000,0.250,0.750
"abu",0,2,0.000,1.000,0.167,0.833
"ghraib",0,2,0.000,1.000,0.167,0.833
"al",0,2,0.000,1.000,0.167,0.833
"quaida",0,1,0.000,1.000,0.250,0.750
"airline",0,3,0.000,1.000,0.125,0.875
"months",0,1,0.000,1.000,0.250,0.750
"unites",0,1,0.000,1.000,0.250,0.750
"travelers",0,1,0.000,1.000,0.250,0.750
"nancy",0,1,0.000,1.000,0.250,0.750
"benoit",0,1,0.000,1.000,0.250,0.750
"rumour",0,1,0.000,1.000,0.250,0.750
"prior",0,1,0.000,1.000,0.250,0.750
"collegians",0,1,0.000,1.000,0.250,0.750
"commitment",0,1,0.000,1.000,0.250,0.750
"elevating",0,1,0.000,1.000,0.250,0.750
"diverted",0,1,0.000,1.000,0.250,0.750
"meth",0,1,0.000,1.000,0.250,0.750
"usa's",0,1,0.000,1.000,0.250,0.750
"problem",0,3,0.000,1.000,0.125,0.875
"scientist's",0,1,0.000,1.000,0.250,0.750
"nullity",0,1,0.000,1.000,0.250,0.750
"provokes",0,1,0.000,1.000,0.250,0.750
"mathematicians",0,1,0.000,1.000,0.250,0.750
"file",0,1,0.000,1.000,0.250,0.750
"libertarian",0,1,0.000,1.000,0.250,0.750
"company",0,4,0.000,1.000,0.100,0.900
"antenna",0,1,0.000,1.000,0.250,0.750
"defensive",0,1,0.000,1.000,0.250,0.750
"michigan",0,4,0.000,1.000,0.100,0.900
"searching",0,1,0.000,1.000,0.250,0.750
"kidnapped",0,1,0.000,1.000,0.250,0.750
"pentagon",0,1,0.000,1.000,0.250,0.750
"entered",0,1,0.000,1.000,0.250,0.750
"lawyer",0,1,0.000,1.000,0.250,0.750
"lockerbie",0,2,0.000,1.000,0.167,0.833
"abdelbaset",0,1,0.000,1.000,0.250,0.750
"ali",0,2,0.000,1.000,0.167,0.833
"al-megrahi",0,1,0.000,1.000,0.250,0.750
"houston",0,1,0.000,1.000,0.250,0.750
"conditional",0,1,0.000,1.000,0.250,0.750
"outlines",0,1,0.000,1.000,0.250,0.750
"cars",0,1,0.000,1.000,0.250,0.750
"confirms",0,1,0.000,1.000,0.250,0.750
"qur'ans",0,1,0.000,1.000,0.250,0.750
"stepped",0,1,0.000,1.000,0.250,0.750
"splashed",0,1,0.000,1.000,0.250,0.750
"urine",0,1,0.000,1.000,0.250,0.750
"guantanamo",0,4,0.000,1.000,0.100,0.900
"nebraska's",0,1,0.000,1.000,0.250,0.750
"plants",0,2,0.000,1.000,0.167,0.833
"near",0,9,0.000,1.000,0.050,0.950
"omaha",0,1,0.000,1.000,0.250,0.750
"static",0,1,0.000,1.000,0.250,0.750
"electricity",0,1,0.000,1.000,0.250,0.750
"senators",0,1,0.000,1.000,0.250,0.750
"regulation",0,2,0.000,1.000,0.167,0.833
"stork",0,1,0.000,1.000,0.250,0.750
"involved",0,1,0.000,1.000,0.250,0.750
"giants",0,2,0.000,1.000,0.167,0.833
"chagrin",0,1,0.000,1.000,0.250,0.750
"linger",0,1,0.000,1.000,0.250,0.750
"non-industrial",0,1,0.000,1.000,0.250,0.750
"key",0,3,0.000,1.000,0.125,0.875
"kyoto",0,1,0.000,1.000,0.250,0.750
"targets",0,2,0.000,1.000,0.167,0.833
"tops",0,4,0.000,1.000,0.100,0.900
"280",0,2,0.000,1.000,0.167,0.833
"$270",0,1,0.000,1.000,0.250,0.750
"stem",0,1,0.000,1.000,0.250,0.750
"castroneves",0,1,0.000,1.000,0.250,0.750
"indy",0,2,0.000,1.000,0.167,0.833
"businesses",0,2,0.000,1.000,0.167,0.833
"kingdom",0,3,0.000,1.000,0.125,0.875
"rating",0,2,0.000,1.000,0.167,0.833
"hygiene",0,1,0.000,1.000,0.250,0.750
"indonesia",0,4,0.000,1.000,0.100,0.900
"mobilize",0,1,0.000,1.000,0.250,0.750
"ponders",0,1,0.000,1.000,0.250,0.750
"buried",0,2,0.000,1.000,0.167,0.833
"supplies",0,1,0.000,1.000,0.250,0.750
"ukraine",0,1,0.000,1.000,0.250,0.750
"brussels",0,1,0.000,1.000,0.250,0.750
"belgium",0,1,0.000,1.000,0.250,0.750
"weighs",0,3,0.000,1.000,0.125,0.875
"cloud",0,1,0.000,1.000,0.250,0.750
"lawsuits",0,3,0.000,1.000,0.125,0.875
"woods",0,2,0.000,1.000,0.167,0.833
"iranians",0,1,0.000,1.000,0.250,0.750
"hanged",0,2,0.000,1.000,0.167,0.833
"rudd",0,1,0.000,1.000,0.250,0.750
"heckled",0,2,0.000,1.000,0.167,0.833
"5%",0,1,0.000,1.000,0.250,0.750
"murdered",0,2,0.000,1.000,0.167,0.833
"cigarette",0,1,0.000,1.000,0.250,0.750
"butts:",0,1,0.000,1.000,0.250,0.750
"trash",0,1,0.000,1.000,0.250,0.750
"piles",0,1,0.000,1.000,0.250,0.750
"pregnant",0,1,0.000,1.000,0.250,0.750
"redistricting",0,1,0.000,1.000,0.250,0.750
"efforts",0,5,0.000,1.000,0.083,0.917
"debt",0,2,0.000,1.000,0.167,0.833
"blackout",0,1,0.000,1.000,0.250,0.750
"caused",0,2,0.000,1.000,0.167,0.833
"capacity",0,1,0.000,1.000,0.250,0.750
"blues",0,1,0.000,1.000,0.250,0.750
"pinetop",0,1,0.000,1.000,0.250,0.750
"perkins",0,2,0.000,1.000,0.167,0.833
"97",0,1,0.000,1.000,0.250,0.750
"showcase",0,2,0.000,1.000,0.167,0.833
"achievements",0,1,0.000,1.000,0.250,0.750
"presumed",0,2,0.000,1.000,0.167,0.833
"high-level",0,1,0.000,1.000,0.250,0.750
"imports",0,1,0.000,1.000,0.250,0.750
"low-wage",0,1,0.000,1.000,0.250,0.750
"countries",0,2,0.000,1.000,0.167,0.833
"sounding",0,1,0.000,1.000,0.250,0.750
"silent",0,1,0.000,1.000,0.250,0.750
"anita",0,1,0.000,1.000,0.250,0.750
"snub",0,1,0.000,1.000,0.250,0.750
"boycotts",0,1,0.000,1.000,0.250,0.750
"sports",0,1,0.000,1.000,0.250,0.750
"ceremony",0,2,0.000,1.000,0.167,0.833
"blocks",0,1,0.000,1.000,0.250,0.750
"access",0,4,0.000,1.000,0.100,0.900
"blogger",0,1,0.000,1.000,0.250,0.750
"flickr",0,1,0.000,1.000,0.250,0.750
"livejournal",0,1,0.000,1.000,0.250,0.750
"subpoenaed",0,1,0.000,1.000,0.250,0.750
"recount",0,1,0.000,1.000,0.250,0.750
"62",0,1,0.000,1.000,0.250,0.750
"wiretapping",0,1,0.000,1.000,0.250,0.750
"value",0,1,0.000,1.000,0.250,0.750
"encephalitis",0,1,0.000,1.000,0.250,0.750
"outbreak",0,2,0.000,1.000,0.167,0.833
"hardly",0,1,0.000,1.000,0.250,0.750
"maiyo",0,1,0.000,1.000,0.250,0.750
"romanova",0,1,0.000,1.000,0.250,0.750
"triumph",0,1,0.000,1.000,0.250,0.750
"charleston's",0,1,0.000,1.000,0.250,0.750
"river",0,4,0.000,1.000,0.100,0.900
"mafia",0,1,0.000,1.000,0.250,0.750
"finger-pointing",0,1,0.000,1.000,0.250,0.750
"a.i.g.",0,2,0.000,1.000,0.167,0.833
"siemens",0,1,0.000,1.000,0.250,0.750
"drops",0,1,0.000,1.000,0.250,0.750
"81%",0,1,0.000,1.000,0.250,0.750
"revenue",0,1,0.000,1.000,0.250,0.750
"minutiae?",0,1,0.000,1.000,0.250,0.750
"hawking",0,1,0.000,1.000,0.250,0.750
"rushed",0,1,0.000,1.000,0.250,0.750
"ambulance",0,2,0.000,1.000,0.167,0.833
"brakes",0,1,0.000,1.000,0.250,0.750
"failed':",0,1,0.000,1.000,0.250,0.750
"guatemala",0,2,0.000,1.000,0.167,0.833
"investors",0,2,0.000,1.000,0.167,0.833
"scrutiny",0,2,0.000,1.000,0.167,0.833
"timing",0,1,0.000,1.000,0.250,0.750
"sarkozy",0,2,0.000,1.000,0.167,0.833
"drive",0,2,0.000,1.000,0.167,0.833
"eliminate",0,1,0.000,1.000,0.250,0.750
"burqa",0,1,0.000,1.000,0.250,0.750
"fiancé",0,1,0.000,1.000,0.250,0.750
"invested",0,1,0.000,1.000,0.250,0.750
"usd",0,1,0.000,1.000,0.250,0.750
"xbox",0,2,0.000,1.000,0.167,0.833
"lewd",0,1,0.000,1.000,0.250,0.750
"acts",0,1,0.000,1.000,0.250,0.750
"priest",0,1,0.000,1.000,0.250,0.750
"seized",0,3,0.000,1.000,0.125,0.875
"gunmen",0,2,0.000,1.000,0.167,0.833
"boat",0,2,0.000,1.000,0.167,0.833
"virginians",0,1,0.000,1.000,0.250,0.750
"melee",0,1,0.000,1.000,0.250,0.750
"ibook",0,1,0.000,1.000,0.250,0.750
"porsche",0,2,0.000,1.000,0.167,0.833
"restructuring",0,1,0.000,1.000,0.250,0.750
"vw",0,2,0.000,1.000,0.167,0.833
"pakistan:",0,1,0.000,1.000,0.250,0.750
"talibani",0,1,0.000,1.000,0.250,0.750
"seperate",0,1,0.000,1.000,0.250,0.750
"marching",0,1,0.000,1.000,0.250,0.750
"hamas",0,4,0.000,1.000,0.100,0.900
"fighters",0,2,0.000,1.000,0.167,0.833
"display",0,1,0.000,1.000,0.250,0.750
"swagger",0,1,0.000,1.000,0.250,0.750
"hezbollah",0,2,0.000,1.000,0.167,0.833
"strengthening",0,1,0.000,1.000,0.250,0.750
"congressional",0,1,0.000,1.000,0.250,0.750
"genocide",0,1,0.000,1.000,0.250,0.750
"baylor",0,1,0.000,1.000,0.250,0.750
"stuns",0,1,0.000,1.000,0.250,0.750
"tournament",0,2,0.000,1.000,0.167,0.833
"wikimedia",0,3,0.000,1.000,0.125,0.875
"iwf",0,1,0.000,1.000,0.250,0.750
"respond",0,2,0.000,1.000,0.167,0.833
"block",0,1,0.000,1.000,0.250,0.750
"allegations",0,3,0.000,1.000,0.125,0.875
"hinet",0,1,0.000,1.000,0.250,0.750
"wcg",0,1,0.000,1.000,0.250,0.750
"wgt",0,1,0.000,1.000,0.250,0.750
"holding",0,4,0.000,1.000,0.100,0.900
"qualification",0,1,0.000,1.000,0.250,0.750
"exceeds",0,1,0.000,1.000,0.250,0.750
"huntsman",0,1,0.000,1.000,0.250,0.750
"sue",0,6,0.000,1.000,0.071,0.929
"created",0,2,0.000,1.000,0.167,0.833
"arad",0,1,0.000,1.000,0.250,0.750
"romania",0,4,0.000,1.000,0.100,0.900
"criminal",0,2,0.000,1.000,0.167,0.833
"uniform':",0,1,0.000,1.000,0.250,0.750
"attempting",0,2,0.000,1.000,0.167,0.833
"frame",0,1,0.000,1.000,0.250,0.750
"twine",0,1,0.000,1.000,0.250,0.750
"east",0,4,0.000,1.000,0.100,0.900
"framework",0,1,0.000,1.000,0.250,0.750
"islamic",0,3,0.000,1.000,0.125,0.875
"swat",0,1,0.000,1.000,0.250,0.750
"speculation",0,1,0.000,1.000,0.250,0.750
"curb",0,1,0.000,1.000,0.250,0.750
"horses",0,1,0.000,1.000,0.250,0.750
"contraceptive",0,1,0.000,1.000,0.250,0.750
"p.z.p.",0,1,0.000,1.000,0.250,0.750
"catholic",0,2,0.000,1.000,0.167,0.833
"cardinal",0,1,0.000,1.000,0.250,0.750
"campaigners",0,1,0.000,1.000,0.250,0.750
"supporting",0,1,0.000,1.000,0.250,0.750
"means",0,1,0.000,1.000,0.250,0.750
"yes",0,2,0.000,1.000,0.167,0.833
"penalties;",0,1,0.000,1.000,0.250,0.750
"historic",0,2,0.000,1.000,0.167,0.833
"semi-final",0,1,0.000,1.000,0.250,0.750
"harvard",0,1,0.000,1.000,0.250,0.750
"highest",0,1,0.000,1.000,0.250,0.750
"honour",0,1,0.000,1.000,0.250,0.750
"oak",0,1,0.000,1.000,0.250,0.750
"les",0,1,0.000,1.000,0.250,0.750
"golden's",0,1,0.000,1.000,0.250,0.750
"intergovernmental",0,1,0.000,1.000,0.250,0.750
"cooperation",0,2,0.000,1.000,0.167,0.833
"proposals",0,1,0.000,1.000,0.250,0.750
"hold",0,4,0.000,1.000,0.100,0.900
"joint",0,2,0.000,1.000,0.167,0.833
"exercises;",0,1,0.000,1.000,0.250,0.750
"retaliate",0,1,0.000,1.000,0.250,0.750
"blitzed",0,1,0.000,1.000,0.250,0.750
"737",0,2,0.000,1.000,0.167,0.833
"crash-lands",0,1,0.000,1.000,0.250,0.750
"colombia;",0,1,0.000,1.000,0.250,0.750
"throughout",0,1,0.000,1.000,0.250,0.750
"shortfall",0,1,0.000,1.000,0.250,0.750
"cbc",0,1,0.000,1.000,0.250,0.750
"packs",0,1,0.000,1.000,0.250,0.750
"hunting",0,1,0.000,1.000,0.250,0.750
"seals",0,2,0.000,1.000,0.167,0.833
"usafl",0,1,0.000,1.000,0.250,0.750
"probes",0,1,0.000,1.000,0.250,0.750
"detects",0,1,0.000,1.000,0.250,0.750
"methane",0,1,0.000,1.000,0.250,0.750
"lyudmila",0,1,0.000,1.000,0.250,0.750
"zykina",0,1,0.000,1.000,0.250,0.750
"80",0,3,0.000,1.000,0.125,0.875
"cornell",0,1,0.000,1.000,0.250,0.750
"11th",0,1,0.000,1.000,0.250,0.750
"lacrosse",0,1,0.000,1.000,0.250,0.750
"360",0,1,0.000,1.000,0.250,0.750
"console",0,1,0.000,1.000,0.250,0.750
"paula",0,1,0.000,1.000,0.250,0.750
"creamer",0,1,0.000,1.000,0.250,0.750
"aiming",0,2,0.000,1.000,0.167,0.833
"l.p.g.a.",0,1,0.000,1.000,0.250,0.750
"cablevision",0,1,0.000,1.000,0.250,0.750
"grabs",0,1,0.000,1.000,0.250,0.750
"clicker",0,1,0.000,1.000,0.250,0.750
"netball",0,1,0.000,1.000,0.250,0.750
"pennies",0,1,0.000,1.000,0.250,0.750
"waterboarding",0,1,0.000,1.000,0.250,0.750
"266",0,1,0.000,1.000,0.250,0.750
"suspects",0,3,0.000,1.000,0.125,0.875
"radical",0,1,0.000,1.000,0.250,0.750
"maqdisi",0,1,0.000,1.000,0.250,0.750
"crackdowns",0,1,0.000,1.000,0.250,0.750
"drape",0,1,0.000,1.000,0.250,0.750
"tehran",0,1,0.000,1.000,0.250,0.750
"honored",0,1,0.000,1.000,0.250,0.750
"desalination",0,1,0.000,1.000,0.250,0.750
"seawater",0,1,0.000,1.000,0.250,0.750
"booms",0,1,0.000,1.000,0.250,0.750
"palestinians",0,4,0.000,1.000,0.100,0.900
"scarponi",0,1,0.000,1.000,0.250,0.750
"giro;",0,1,0.000,1.000,0.250,0.750
"armstrong",0,2,0.000,1.000,0.167,0.833
"puts",0,2,0.000,1.000,0.167,0.833
"perspective",0,1,0.000,1.000,0.250,0.750
"90",0,2,0.000,1.000,0.167,0.833
"remaining",0,1,0.000,1.000,0.250,0.750
"expedition",0,2,0.000,1.000,0.167,0.833
"belgium's",0,1,0.000,1.000,0.250,0.750
"fabiola",0,1,0.000,1.000,0.250,0.750
"ill",0,2,0.000,1.000,0.167,0.833
"3c",0,1,0.000,1.000,0.250,0.750
"tianlian-1",0,1,0.000,1.000,0.250,0.750
"al-shabaab",0,1,0.000,1.000,0.250,0.750
"soyuz",0,1,0.000,1.000,0.250,0.750
"capsule",0,1,0.000,1.000,0.250,0.750
"safely",0,1,0.000,1.000,0.250,0.750
"neolithic",0,1,0.000,1.000,0.250,0.750
"qinghai",0,1,0.000,1.000,0.250,0.750
"critics",0,2,0.000,1.000,0.167,0.833
"shoppers",0,1,0.000,1.000,0.250,0.750
"hosts",0,1,0.000,1.000,0.250,0.750
"guatemalan",0,1,0.000,1.000,0.250,0.750
"westjet",0,1,0.000,1.000,0.250,0.750
"would-be",0,1,0.000,1.000,0.250,0.750
"protester",0,2,0.000,1.000,0.167,0.833
"wings",0,2,0.000,1.000,0.167,0.833
"imitating",0,1,0.000,1.000,0.250,0.750
"hussein's",0,1,0.000,1.000,0.250,0.750
"screening",0,1,0.000,1.000,0.250,0.750
"jamboree",0,1,0.000,1.000,0.250,0.750
"glenbard",0,1,0.000,1.000,0.250,0.750
"defeated",0,1,0.000,1.000,0.250,0.750
"benet",0,1,0.000,1.000,0.250,0.750
"academy",0,1,0.000,1.000,0.250,0.750
"sectional",0,1,0.000,1.000,0.250,0.750
"pujols",0,1,0.000,1.000,0.250,0.750
"salmond",0,1,0.000,1.000,0.250,0.750
"hypo",0,1,0.000,1.000,0.250,0.750
"estate",0,1,0.000,1.000,0.250,0.750
"suspicions",0,1,0.000,1.000,0.250,0.750
"harbored",0,1,0.000,1.000,0.250,0.750
"splinter",0,1,0.000,1.000,0.250,0.750
"turmoil",0,1,0.000,1.000,0.250,0.750
"stalls",0,1,0.000,1.000,0.250,0.750
"phuket",0,1,0.000,1.000,0.250,0.750
"boom",0,2,0.000,1.000,0.167,0.833
"toxic",0,2,0.000,1.000,0.167,0.833
"wetlands",0,1,0.000,1.000,0.250,0.750
"cause",0,2,0.000,1.000,0.167,0.833
"western",0,3,0.000,1.000,0.125,0.875
"mcchrystal",0,1,0.000,1.000,0.250,0.750
"rich",0,1,0.000,1.000,0.250,0.750
"aidan",0,1,0.000,1.000,0.250,0.750
"burley",0,1,0.000,1.000,0.250,0.750
"mp",0,1,0.000,1.000,0.250,0.750
"sacked",0,2,0.000,1.000,0.167,0.833
"nazi",0,1,0.000,1.000,0.250,0.750
"furore",0,1,0.000,1.000,0.250,0.750
"removes",0,1,0.000,1.000,0.250,0.750
"ownership",0,1,0.000,1.000,0.250,0.750
"claim",0,3,0.000,1.000,0.125,0.875
"chrome",0,1,0.000,1.000,0.250,0.750
"eula",0,1,0.000,1.000,0.250,0.750
"earth's",0,1,0.000,1.000,0.250,0.750
"axis",0,1,0.000,1.000,0.250,0.750
"centimetres",0,1,0.000,1.000,0.250,0.750
"tours",0,1,0.000,1.000,0.250,0.750
"lure",0,1,0.000,1.000,0.250,0.750
"tickets",0,1,0.000,1.000,0.250,0.750
"gore",0,1,0.000,1.000,0.250,0.750
"tipper",0,1,0.000,1.000,0.250,0.750
"separating",0,1,0.000,1.000,0.250,0.750
"dozens",0,4,0.000,1.000,0.100,0.900
"rapper",0,1,0.000,1.000,0.250,0.750
"obie",0,1,0.000,1.000,0.250,0.750
"trice",0,1,0.000,1.000,0.250,0.750
"freeway",0,1,0.000,1.000,0.250,0.750
"rivera",0,1,0.000,1.000,0.250,0.750
"county's",0,1,0.000,1.000,0.250,0.750
"anti-electioneering",0,1,0.000,1.000,0.250,0.750
"abandoned",0,1,0.000,1.000,0.250,0.750
"signing",0,1,0.000,1.000,0.250,0.750
"interrogation",0,2,0.000,1.000,0.167,0.833
"memos",0,1,0.000,1.000,0.250,0.750
"write-downs",0,1,0.000,1.000,0.250,0.750
"neiman",0,1,0.000,1.000,0.250,0.750
"marcus",0,1,0.000,1.000,0.250,0.750
"comair",0,1,0.000,1.000,0.250,0.750
"5191",0,1,0.000,1.000,0.250,0.750
"co-pilot",0,1,0.000,1.000,0.250,0.750
"pilot's",0,2,0.000,1.000,0.167,0.833
"widow",0,1,0.000,1.000,0.250,0.750
"faa",0,2,0.000,1.000,0.167,0.833
"manufacturer",0,1,0.000,1.000,0.250,0.750
"rests",0,1,0.000,1.000,0.250,0.750
"events",0,2,0.000,1.000,0.167,0.833
"remembrance",0,1,0.000,1.000,0.250,0.750
"sunday",0,1,0.000,1.000,0.250,0.750
"ebbets",0,1,0.000,1.000,0.250,0.750
"steps",0,1,0.000,1.000,0.250,0.750
"backtracks",0,1,0.000,1.000,0.250,0.750
"hearings",0,1,0.000,1.000,0.250,0.750
"mourns",0,1,0.000,1.000,0.250,0.750
"chosen",0,1,0.000,1.000,0.250,0.750
"wikimania",0,1,0.000,1.000,0.250,0.750
"losing",0,1,0.000,1.000,0.250,0.750
"freedom",0,1,0.000,1.000,0.250,0.750
"immigrants",0,2,0.000,1.000,0.167,0.833
"custody",0,2,0.000,1.000,0.167,0.833
"maffra",0,1,0.000,1.000,0.250,0.750
"traralgon",0,1,0.000,1.000,0.250,0.750
"clash",0,2,0.000,1.000,0.167,0.833
"concedes",0,1,0.000,1.000,0.250,0.750
"federal",0,1,0.000,1.000,0.250,0.750
"user",0,1,0.000,1.000,0.250,0.750
"inciting",0,1,0.000,1.000,0.250,0.750
"tangled",0,1,0.000,1.000,0.250,0.750
"massey",0,1,0.000,1.000,0.250,0.750
"restrictions",0,1,0.000,1.000,0.250,0.750
"exposes",0,1,0.000,1.000,0.250,0.750
"1.5",0,1,0.000,1.000,0.250,0.750
"information",0,3,0.000,1.000,0.125,0.875
"tutor",0,1,0.000,1.000,0.250,0.750
"applies",0,1,0.000,1.000,0.250,0.750
"astonishing",0,1,0.000,1.000,0.250,0.750
"figures",0,1,0.000,1.000,0.250,0.750
"800",0,2,0.000,1.000,0.167,0.833
"nhs",0,1,0.000,1.000,0.250,0.750
"earning",0,1,0.000,1.000,0.250,0.750
"£140",0,1,0.000,1.000,0.250,0.750
"elected",0,1,0.000,1.000,0.250,0.750
"prom",0,1,0.000,1.000,0.250,0.750
"maine's",0,1,0.000,1.000,0.250,0.750
"sanford",0,2,0.000,1.000,0.167,0.833
"liberty",0,1,0.000,1.000,0.250,0.750
"mutual",0,1,0.000,1.000,0.250,0.750
"camel",0,1,0.000,1.000,0.250,0.750
"mate",0,1,0.000,1.000,0.250,0.750
"legalise",0,1,0.000,1.000,0.250,0.750
"non-activex",0,1,0.000,1.000,0.250,0.750
"banking",0,3,0.000,1.000,0.125,0.875
"ex-chief",0,1,0.000,1.000,0.250,0.750
"settles",0,1,0.000,1.000,0.250,0.750
"$2.5",0,1,0.000,1.000,0.250,0.750
"intrude",0,1,0.000,1.000,0.250,0.750
"vocal",0,1,0.000,1.000,0.250,0.750
"minority:",0,1,0.000,1.000,0.250,0.750
"firefighter",0,1,0.000,1.000,0.250,0.750
"tackling",0,1,0.000,1.000,0.250,0.750
"pub",0,3,0.000,1.000,0.125,0.875
"blaze",0,2,0.000,1.000,0.167,0.833
"edinburgh",0,1,0.000,1.000,0.250,0.750
"gwanda",0,1,0.000,1.000,0.250,0.750
"chakuamba",0,1,0.000,1.000,0.250,0.750
"southwest",0,1,0.000,1.000,0.250,0.750
"inspects",0,1,0.000,1.000,0.250,0.750
"jets",0,2,0.000,1.000,0.167,0.833
"mlb",0,1,0.000,1.000,0.250,0.750
"rollie",0,1,0.000,1.000,0.250,0.750
"stiles",0,1,0.000,1.000,0.250,0.750
"staffer",0,1,0.000,1.000,0.250,0.750
"thompson's",0,1,0.000,1.000,0.250,0.750
"scrutinized",0,1,0.000,1.000,0.250,0.750
"bankers",0,1,0.000,1.000,0.250,0.750
"establishments",0,1,0.000,1.000,0.250,0.750
"poland",0,3,0.000,1.000,0.125,0.875
"jerald",0,1,0.000,1.000,0.250,0.750
"terhorst",0,1,0.000,1.000,0.250,0.750
"87",0,1,0.000,1.000,0.250,0.750
"comprehensive",0,1,0.000,1.000,0.250,0.750
"groups",0,4,0.000,1.000,0.100,0.900
"seeking",0,2,0.000,1.000,0.167,0.833
"mugabe",0,2,0.000,1.000,0.167,0.833
"blames",0,3,0.000,1.000,0.125,0.875
"skydive",0,1,0.000,1.000,0.250,0.750
"overloading",0,1,0.000,1.000,0.250,0.750
"bridgeville",0,1,0.000,1.000,0.250,0.750
"17-year",0,1,0.000,1.000,0.250,0.750
"lends",0,2,0.000,1.000,0.167,0.833
"funds",0,2,0.000,1.000,0.167,0.833
"left-handed",0,1,0.000,1.000,0.250,0.750
"basemen",0,1,0.000,1.000,0.250,0.750
"brothers",0,1,0.000,1.000,0.250,0.750
"equals",0,1,0.000,1.000,0.250,0.750
"pastors",0,1,0.000,1.000,0.250,0.750
"worry",0,1,0.000,1.000,0.250,0.750
"guns",0,3,0.000,1.000,0.125,0.875
"canterbury:",0,1,0.000,1.000,0.250,0.750
"church's",0,1,0.000,1.000,0.250,0.750
"attitude",0,1,0.000,1.000,0.250,0.750
"considered",0,1,0.000,1.000,0.250,0.750
"violates",0,2,0.000,1.000,0.167,0.833
"copyright",0,3,0.000,1.000,0.125,0.875
"fatal",0,2,0.000,1.000,0.167,0.833
"londonderry",0,1,0.000,1.000,0.250,0.750
"greenpeace",0,1,0.000,1.000,0.250,0.750
"thwart",0,1,0.000,1.000,0.250,0.750
"chesapeake",0,1,0.000,1.000,0.250,0.750
"fleet",0,1,0.000,1.000,0.250,0.750
"regards",0,1,0.000,1.000,0.250,0.750
"mother's",0,1,0.000,1.000,0.250,0.750
"plastic?",0,1,0.000,1.000,0.250,0.750
"graves",0,1,0.000,1.000,0.250,0.750
"lebanon",0,3,0.000,1.000,0.125,0.875
"voyage.tv",0,1,0.000,1.000,0.250,0.750
"debut",0,1,0.000,1.000,0.250,0.750
"surrenders",0,1,0.000,1.000,0.250,0.750
"affairs",0,2,0.000,1.000,0.167,0.833
"knowledge",0,1,0.000,1.000,0.250,0.750
"shatter",0,1,0.000,1.000,0.250,0.750
"lull",0,1,0.000,1.000,0.250,0.750
"cut-prone",0,1,0.000,1.000,0.250,0.750
"bleeding",0,1,0.000,1.000,0.250,0.750
"mindful",0,1,0.000,1.000,0.250,0.750
"holdings",0,2,0.000,1.000,0.167,0.833
"socialist",0,2,0.000,1.000,0.167,0.833
"alliance",0,1,0.000,1.000,0.250,0.750
"advertisement",0,1,0.000,1.000,0.250,0.750
