Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"mother's",0,1,0.000,1.000,0.250,0.750
"plastic?",0,1,0.000,1.000,0.250,0.750
"graves",0,2,0.000,1.000,0.167,0.833
"lebanon",0,3,0.000,1.000,0.125,0.875
"voyage.tv",0,1,0.000,1.000,0.250,0.750
"debut",0,4,0.000,1.000,0.100,0.900
"surrenders",0,2,0.000,1.000,0.167,0.833
"affairs",0,2,0.000,1.000,0.167,0.833
"knowledge",0,1,0.000,1.000,0.250,0.750
"shatter",0,1,0.000,1.000,0.250,0.750
"lull",0,1,0.000,1.000,0.250,0.750
"cut-prone",0,1,0.000,1.000,0.250,0.750
"bleeding",0,1,0.000,1.000,0.250,0.750
"mindful",0,1,0.000,1.000,0.250,0.750
"holdings",0,2,0.000,1.000,0.167,0.833
"socialist",0,2,0.000,1.000,0.167,0.833
"alliance",0,1,0.000,1.000,0.250,0.750
"advertisement",0,1,0.000,1.000,0.250,0.750
"copies",0,2,0.000,1.000,0.167,0.833
"content",0,2,0.000,1.000,0.167,0.833
"1:",0,1,0.000,1.000,0.250,0.750
"swimmers",0,1,0.000,1.000,0.250,0.750
"darfur",0,6,0.000,1.000,0.071,0.929
"sudan",0,12,0.000,1.000,0.038,0.962
"golfer",0,1,0.000,1.000,0.250,0.750
"desperate",0,1,0.000,1.000,0.250,0.750
"desolate",0,1,0.000,1.000,0.250,0.750
"113",0,1,0.000,1.000,0.250,0.750
"developed",0,1,0.000,1.000,0.250,0.750
"detect",0,2,0.000,1.000,0.167,0.833
"peta",0,1,0.000,1.000,0.250,0.750
"burberry",0,1,0.000,1.000,0.250,0.750
"plains",0,2,0.000,1.000,0.167,0.833
"ny",0,3,0.000,1.000,0.125,0.875
"armoured",0,1,0.000,1.000,0.250,0.750
"hariri",0,1,0.000,1.000,0.250,0.750
"honduran",0,3,0.000,1.000,0.125,0.875
"351",0,1,0.000,1.000,0.250,0.750
"burma",0,1,0.000,1.000,0.250,0.750
"cyclone",0,3,0.000,1.000,0.125,0.875
"falwell",0,1,0.000,1.000,0.250,0.750
"boycott",0,3,0.000,1.000,0.125,0.875
"merry",0,1,0.000,1.000,0.250,0.750
"livingstone",0,3,0.000,1.000,0.125,0.875
"suspension",0,2,0.000,1.000,0.167,0.833
"pull-out",0,1,0.000,1.000,0.250,0.750
"molokai",0,1,0.000,1.000,0.250,0.750
"hawaii",0,2,0.000,1.000,0.167,0.833
"prosecutor",0,1,0.000,1.000,0.250,0.750
"challengers",0,2,0.000,1.000,0.167,0.833
"federer",0,8,0.000,1.000,0.056,0.944
"subplots",0,1,0.000,1.000,0.250,0.750
"sideshows",0,1,0.000,1.000,0.250,0.750
"vagaries",0,1,0.000,1.000,0.250,0.750
"await",0,2,0.000,1.000,0.167,0.833
"efficiency",0,2,0.000,1.000,0.167,0.833
"alternative",0,1,0.000,1.000,0.250,0.750
"judges",0,1,0.000,1.000,0.250,0.750
"kickback",0,1,0.000,1.000,0.250,0.750
"leonard",0,2,0.000,1.000,0.167,0.833
"skinner",0,1,0.000,1.000,0.250,0.750
"namesake",0,1,0.000,1.000,0.250,0.750
"lynyrd",0,1,0.000,1.000,0.250,0.750
"skynyrd",0,1,0.000,1.000,0.250,0.750
"77",0,2,0.000,1.000,0.167,0.833
"falsely",0,1,0.000,1.000,0.250,0.750
"anonymous",0,2,0.000,1.000,0.167,0.833
"won;",0,1,0.000,1.000,0.250,0.750
"andes",0,1,0.000,1.000,0.250,0.750
"provides",0,1,0.000,1.000,0.250,0.750
"livelihood",0,2,0.000,1.000,0.167,0.833
"stranded",0,2,0.000,1.000,0.167,0.833
"machu",0,1,0.000,1.000,0.250,0.750
"picchu",0,1,0.000,1.000,0.250,0.750
"torrential",0,2,0.000,1.000,0.167,0.833
"torture",0,5,0.000,1.000,0.083,0.917
"emirates",0,2,0.000,1.000,0.167,0.833
"sextuplets",0,1,0.000,1.000,0.250,0.750
"transfusion",0,1,0.000,1.000,0.250,0.750
"forbids",0,1,0.000,1.000,0.250,0.750
"earnest",0,1,0.000,1.000,0.250,0.750
"reign",0,1,0.000,1.000,0.250,0.750
"kstar",0,1,0.000,1.000,0.250,0.750
"tokamak",0,1,0.000,1.000,0.250,0.750
"plasma",0,1,0.000,1.000,0.250,0.750
"egypt",0,14,0.000,1.000,0.033,0.967
"bazaar",0,1,0.000,1.000,0.250,0.750
"slashing",0,1,0.000,1.000,0.250,0.750
"programs",0,5,0.000,1.000,0.083,0.917
"vulnerable",0,1,0.000,1.000,0.250,0.750
"softer",0,1,0.000,1.000,0.250,0.750
"airliners",0,1,0.000,1.000,0.250,0.750
"chronicle",0,1,0.000,1.000,0.250,0.750
"outsources",0,1,0.000,1.000,0.250,0.750
"printing",0,1,0.000,1.000,0.250,0.750
"clarifi",0,1,0.000,1.000,0.250,0.750
"close-up",0,1,0.000,1.000,0.250,0.750
"watchdog",0,1,0.000,1.000,0.250,0.750
"remove",0,3,0.000,1.000,0.125,0.875
"urls",0,1,0.000,1.000,0.250,0.750
"engines",0,1,0.000,1.000,0.250,0.750
"province",0,2,0.000,1.000,0.167,0.833
"exxon",0,2,0.000,1.000,0.167,0.833
"gibraltar",0,1,0.000,1.000,0.250,0.750
"netanya",0,1,0.000,1.000,0.250,0.750
"50;",0,1,0.000,1.000,0.250,0.750
"unravel",0,1,0.000,1.000,0.250,0.750
"knot",0,1,0.000,1.000,0.250,0.750
"credit-default",0,1,0.000,1.000,0.250,0.750
"swaps",0,1,0.000,1.000,0.250,0.750
"goodwill",0,1,0.000,1.000,0.250,0.750
"cleanup",0,2,0.000,1.000,0.167,0.833
"operation",0,4,0.000,1.000,0.100,0.900
"spill",0,7,0.000,1.000,0.062,0.938
"isps",0,2,0.000,1.000,0.167,0.833
"restricting",0,1,0.000,1.000,0.250,0.750
"parajet",0,1,0.000,1.000,0.250,0.750
"skycar",0,1,0.000,1.000,0.250,0.750
"timbuktu",0,1,0.000,1.000,0.250,0.750
"pakistan;",0,2,0.000,1.000,0.167,0.833
"shoots",0,2,0.000,1.000,0.167,0.833
"swimmer",0,3,0.000,1.000,0.125,0.875
"open-water",0,1,0.000,1.000,0.250,0.750
"trinidad",0,1,0.000,1.000,0.250,0.750
"nightclub",0,1,0.000,1.000,0.250,0.750
"i.r.a.",0,1,0.000,1.000,0.250,0.750
"ulster",0,2,0.000,1.000,0.167,0.833
"williams-sonoma",0,1,0.000,1.000,0.250,0.750
"plunges",0,1,0.000,1.000,0.250,0.750
"90%",0,1,0.000,1.000,0.250,0.750
"gomery",0,1,0.000,1.000,0.250,0.750
"sponsorship",0,1,0.000,1.000,0.250,0.750
"beckett",0,1,0.000,1.000,0.250,0.750
"maintains",0,1,0.000,1.000,0.250,0.750
"mound",0,1,0.000,1.000,0.250,0.750
"biden's",0,1,0.000,1.000,0.250,0.750
"god-given",0,1,0.000,1.000,0.250,0.750
"sensation",0,2,0.000,1.000,0.167,0.833
"venting",0,1,0.000,1.000,0.250,0.750
"visionary",0,1,0.000,1.000,0.250,0.750
"educates",0,1,0.000,1.000,0.250,0.750
"giri",0,1,0.000,1.000,0.250,0.750
"investigators",0,5,0.000,1.000,0.083,0.917
"below",0,4,0.000,1.000,0.100,0.900
"10:",0,1,0.000,1.000,0.250,0.750
"chechen",0,2,0.000,1.000,0.167,0.833
"involvement",0,1,0.000,1.000,0.250,0.750
"colombian",0,5,0.000,1.000,0.083,0.917
"re-election",0,1,0.000,1.000,0.250,0.750
"$10",0,2,0.000,1.000,0.167,0.833
"10-year-old",0,2,0.000,1.000,0.167,0.833
"grandmother's",0,1,0.000,1.000,0.250,0.750
"km",0,1,0.000,1.000,0.250,0.750
"blanca",0,1,0.000,1.000,0.250,0.750
"forms",0,6,0.000,1.000,0.071,0.929
"pacific",0,5,0.000,1.000,0.083,0.917
"market",0,14,0.000,1.000,0.033,0.967
"illiquid",0,1,0.000,1.000,0.250,0.750
"assets",0,3,0.000,1.000,0.125,0.875
"battlefield",0,1,0.000,1.000,0.250,0.750
"turnout",0,2,0.000,1.000,0.167,0.833
"mar",0,1,0.000,1.000,0.250,0.750
"atop",0,1,0.000,1.000,0.250,0.750
"masters",0,3,0.000,1.000,0.125,0.875
"showing",0,5,0.000,1.000,0.083,0.917
"mourners",0,1,0.000,1.000,0.250,0.750
"obituary",0,1,0.000,1.000,0.250,0.750
"shrinks",0,1,0.000,1.000,0.250,0.750
"fastest",0,2,0.000,1.000,0.167,0.833
"1950s",0,1,0.000,1.000,0.250,0.750
"skirmish",0,1,0.000,1.000,0.250,0.750
"tottenham",0,1,0.000,1.000,0.250,0.750
"defeats",0,9,0.000,1.000,0.050,0.950
"celtic",0,1,0.000,1.000,0.250,0.750
"gulls",0,1,0.000,1.000,0.250,0.750
"nationalization",0,1,0.000,1.000,0.250,0.750
"inflation",0,4,0.000,1.000,0.100,0.900
"creeps",0,2,0.000,1.000,0.167,0.833
"upwards",0,1,0.000,1.000,0.250,0.750
"2.4%",0,1,0.000,1.000,0.250,0.750
"dairy",0,2,0.000,1.000,0.167,0.833
"ritual",0,1,0.000,1.000,0.250,0.750
"sacrifice",0,1,0.000,1.000,0.250,0.750
"nepal",0,2,0.000,1.000,0.167,0.833
"320",0,1,0.000,1.000,0.250,0.750
"slaughtered",0,1,0.000,1.000,0.250,0.750
"hindu",0,2,0.000,1.000,0.167,0.833
"goddess",0,2,0.000,1.000,0.167,0.833
"marburg",0,1,0.000,1.000,0.250,0.750
"angola",0,3,0.000,1.000,0.125,0.875
"rhode",0,2,0.000,1.000,0.167,0.833
"island",0,6,0.000,1.000,0.071,0.929
"medicaid",0,1,0.000,1.000,0.250,0.750
"cap",0,2,0.000,1.000,0.167,0.833
"wheelchair",0,2,0.000,1.000,0.167,0.833
"thriller",0,2,0.000,1.000,0.167,0.833
"miguel",0,1,0.000,1.000,0.250,0.750
"tejada",0,1,0.000,1.000,0.250,0.750
"probation",0,1,0.000,1.000,0.250,0.750
"rink",0,2,0.000,1.000,0.167,0.833
"ice:",0,1,0.000,1.000,0.250,0.750
"slower",0,1,0.000,1.000,0.250,0.750
"sun",0,1,0.000,1.000,0.250,0.750
"cyprus",0,1,0.000,1.000,0.250,0.750
"malta",0,1,0.000,1.000,0.250,0.750
"adopt",0,1,0.000,1.000,0.250,0.750
"tightening",0,1,0.000,1.000,0.250,0.750
"confirming",0,1,0.000,1.000,0.250,0.750
"holder",0,2,0.000,1.000,0.167,0.833
"attorney",0,1,0.000,1.000,0.250,0.750
"ignacio",0,1,0.000,1.000,0.250,0.750
"functioning",0,1,0.000,1.000,0.250,0.750
"fingers",0,1,0.000,1.000,0.250,0.750
"toes",0,1,0.000,1.000,0.250,0.750
"polydactylism",0,1,0.000,1.000,0.250,0.750
"egypt's",0,2,0.000,1.000,0.167,0.833
"politically",0,1,0.000,1.000,0.250,0.750
"malaysia",0,2,0.000,1.000,0.167,0.833
"bail",0,5,0.000,1.000,0.083,0.917
"terminally",0,1,0.000,1.000,0.250,0.750
"planes",0,1,0.000,1.000,0.250,0.750
"wyoming",0,1,0.000,1.000,0.250,0.750
"demonising",0,1,0.000,1.000,0.250,0.750
"asylum",0,4,0.000,1.000,0.100,0.900
"seekers",0,2,0.000,1.000,0.167,0.833
"offers",0,12,0.000,1.000,0.038,0.962
"strangers",0,1,0.000,1.000,0.250,0.750
"tory",0,1,0.000,1.000,0.250,0.750
"gaffe",0,1,0.000,1.000,0.250,0.750
"mileage",0,1,0.000,1.000,0.250,0.750
"ballistic",0,1,0.000,1.000,0.250,0.750
"transport",0,6,0.000,1.000,0.071,0.929
"barbra",0,1,0.000,1.000,0.250,0.750
"streisand",0,1,0.000,1.000,0.250,0.750
"anti-government",0,3,0.000,1.000,0.125,0.875
"reports:",0,3,0.000,1.000,0.125,0.875
"velásquez",0,1,0.000,1.000,0.250,0.750
"peru’s",0,1,0.000,1.000,0.250,0.750
"digital",0,9,0.000,1.000,0.050,0.950
"midfielder",0,1,0.000,1.000,0.250,0.750
"vies",0,1,0.000,1.000,0.250,0.750
"kidnappers",0,2,0.000,1.000,0.167,0.833
"deny",0,1,0.000,1.000,0.250,0.750
"asean",0,1,0.000,1.000,0.250,0.750
"chair",0,2,0.000,1.000,0.167,0.833
"phases",0,1,0.000,1.000,0.250,0.750
"ie6",0,1,0.000,1.000,0.250,0.750
"garuda",0,2,0.000,1.000,0.167,0.833
"200's",0,1,0.000,1.000,0.250,0.750
"begin",0,4,0.000,1.000,0.100,0.900
"severed",0,1,0.000,1.000,0.250,0.750
"mlb:",0,4,0.000,1.000,0.100,0.900
"glavine",0,1,0.000,1.000,0.250,0.750
"300th",0,1,0.000,1.000,0.250,0.750
"fetish",0,1,0.000,1.000,0.250,0.750
"carer",0,1,0.000,1.000,0.250,0.750
"senior's",0,1,0.000,1.000,0.250,0.750
"payments",0,2,0.000,1.000,0.167,0.833
"spy",0,2,0.000,1.000,0.167,0.833
"$8",0,2,0.000,1.000,0.167,0.833
"phobos",0,1,0.000,1.000,0.250,0.750
"fixes",0,1,0.000,1.000,0.250,0.750
"halts",0,2,0.000,1.000,0.167,0.833
"experiments",0,1,0.000,1.000,0.250,0.750
"fernando",0,5,0.000,1.000,0.083,0.917
"felipe",0,3,0.000,1.000,0.125,0.875
"calculating",0,1,0.000,1.000,0.250,0.750
"consumer",0,7,0.000,1.000,0.062,0.938
"researchers",0,4,0.000,1.000,0.100,0.900
"originating",0,1,0.000,1.000,0.250,0.750
"insects",0,1,0.000,1.000,0.250,0.750
"abramoff",0,1,0.000,1.000,0.250,0.750
"ousted",0,4,0.000,1.000,0.100,0.900
"manuel",0,1,0.000,1.000,0.250,0.750
"zelaya",0,1,0.000,1.000,0.250,0.750
"honduras",0,2,0.000,1.000,0.167,0.833
"repeat",0,1,0.000,1.000,0.250,0.750
"mend",0,1,0.000,1.000,0.250,0.750
"energy-efficient",0,1,0.000,1.000,0.250,0.750
"painful",0,1,0.000,1.000,0.250,0.750
"departure",0,2,0.000,1.000,0.167,0.833
"brands",0,2,0.000,1.000,0.167,0.833
"vandals",0,1,0.000,1.000,0.250,0.750
"pungent",0,1,0.000,1.000,0.250,0.750
"sweeps",0,1,0.000,1.000,0.250,0.750
"texas;",0,1,0.000,1.000,0.250,0.750
"tinsley",0,1,0.000,1.000,0.250,0.750
"precedent",0,1,0.000,1.000,0.250,0.750
"tennant",0,1,0.000,1.000,0.250,0.750
"bishops",0,2,0.000,1.000,0.167,0.833
"charter",0,3,0.000,1.000,0.125,0.875
"stakes",0,2,0.000,1.000,0.167,0.833
"stand-off",0,1,0.000,1.000,0.250,0.750
"mpaa's",0,1,0.000,1.000,0.250,0.750
"valenti",0,1,0.000,1.000,0.250,0.750
"betamax",0,1,0.000,1.000,0.250,0.750
"tapes",0,1,0.000,1.000,0.250,0.750
"eff",0,2,0.000,1.000,0.167,0.833
"grokster",0,1,0.000,1.000,0.250,0.750
"liberia's",0,1,0.000,1.000,0.250,0.750
"averted",0,1,0.000,1.000,0.250,0.750
"hunt",0,7,0.000,1.000,0.062,0.938
"worm",0,2,0.000,1.000,0.167,0.833
"conceal",0,1,0.000,1.000,0.250,0.750
"binyam",0,1,0.000,1.000,0.250,0.750
"mohamed",0,1,0.000,1.000,0.250,0.750
"tripoli",0,1,0.000,1.000,0.250,0.750
"snow-laden",0,1,0.000,1.000,0.250,0.750
"branch",0,1,0.000,1.000,0.250,0.750
"earthquake:",0,1,0.000,1.000,0.250,0.750
"cracks",0,2,0.000,1.000,0.167,0.833
"plodding",0,1,0.000,1.000,0.250,0.750
"scorching",0,1,0.000,1.000,0.250,0.750
"admission",0,1,0.000,1.000,0.250,0.750
"displaced",0,2,0.000,1.000,0.167,0.833
"burial",0,1,0.000,1.000,0.250,0.750
"lech",0,1,0.000,1.000,0.250,0.750
"kaczynski",0,1,0.000,1.000,0.250,0.750
"draws",0,7,0.000,1.000,0.062,0.938
"objections",0,1,0.000,1.000,0.250,0.750
"perseids",0,1,0.000,1.000,0.250,0.750
"meteor",0,1,0.000,1.000,0.250,0.750
"visible",0,1,0.000,1.000,0.250,0.750
"hemisphere",0,2,0.000,1.000,0.167,0.833
"mrs.",0,4,0.000,1.000,0.100,0.900
"spaniel",0,1,0.000,1.000,0.250,0.750
"westminster",0,1,0.000,1.000,0.250,0.750
"g8",0,2,0.000,1.000,0.167,0.833
"viewers",0,1,0.000,1.000,0.250,0.750
"weary",0,1,0.000,1.000,0.250,0.750
"tank",0,1,0.000,1.000,0.250,0.750
"inertion",0,1,0.000,1.000,0.250,0.750
"shine",0,1,0.000,1.000,0.250,0.750
"myspace",0,1,0.000,1.000,0.250,0.750
"fade",0,1,0.000,1.000,0.250,0.750
"light-water",0,1,0.000,1.000,0.250,0.750
"reactors",0,3,0.000,1.000,0.125,0.875
"skeleton",0,1,0.000,1.000,0.250,0.750
"leprosy",0,1,0.000,1.000,0.250,0.750
"22.2%",0,1,0.000,1.000,0.250,0.750
"cert",0,1,0.000,1.000,0.250,0.750
"$3.2",0,1,0.000,1.000,0.250,0.750
"carmakers",0,1,0.000,1.000,0.250,0.750
"reconsider",0,2,0.000,1.000,0.167,0.833
"pollutants",0,1,0.000,1.000,0.250,0.750
"bucharest",0,5,0.000,1.000,0.083,0.917
"chisinau",0,1,0.000,1.000,0.250,0.750
"counterterrorism",0,1,0.000,1.000,0.250,0.750
"chechnya",0,3,0.000,1.000,0.125,0.875
"fifteen",0,5,0.000,1.000,0.083,0.917
"loom",0,1,0.000,1.000,0.250,0.750
"rahal",0,1,0.000,1.000,0.250,0.750
"daybreak",0,1,0.000,1.000,0.250,0.750
"itv",0,1,0.000,1.000,0.250,0.750
"f.d.a.",0,1,0.000,1.000,0.250,0.750
"consolidates",0,1,0.000,1.000,0.250,0.750
"dissolving",0,2,0.000,1.000,0.167,0.833
"2nd",0,4,0.000,1.000,0.100,0.900
"libby",0,1,0.000,1.000,0.250,0.750
"aide",0,3,0.000,1.000,0.125,0.875
"jamaica",0,1,0.000,1.000,0.250,0.750
"focuses",0,4,0.000,1.000,0.100,0.900
"uae",0,2,0.000,1.000,0.167,0.833
"authority",0,3,0.000,1.000,0.125,0.875
"scientific",0,1,0.000,1.000,0.250,0.750
"strategic",0,1,0.000,1.000,0.250,0.750
"kepler",0,1,0.000,1.000,0.250,0.750
"telescope",0,4,0.000,1.000,0.100,0.900
"sleeper",0,1,0.000,1.000,0.250,0.750
"senegal",0,1,0.000,1.000,0.250,0.750
"stun",0,1,0.000,1.000,0.250,0.750
"ncaa",0,2,0.000,1.000,0.167,0.833
"volleyball",0,1,0.000,1.000,0.250,0.750
"application",0,1,0.000,1.000,0.250,0.750
"au$200",0,1,0.000,1.000,0.250,0.750
"sculpture",0,1,0.000,1.000,0.250,0.750
"turk",0,1,0.000,1.000,0.250,0.750
"infected",0,1,0.000,1.000,0.250,0.750
"cancel",0,2,0.000,1.000,0.167,0.833
"trains",0,2,0.000,1.000,0.167,0.833
"commander",0,6,0.000,1.000,0.071,0.929
"rethinks",0,1,0.000,1.000,0.250,0.750
"idaho",0,1,0.000,1.000,0.250,0.750
"disorderly",0,1,0.000,1.000,0.250,0.750
"conduct",0,4,0.000,1.000,0.100,0.900
"linked",0,2,0.000,1.000,0.167,0.833
"obesity",0,1,0.000,1.000,0.250,0.750
"observers:",0,1,0.000,1.000,0.250,0.750
"£3",0,1,0.000,1.000,0.250,0.750
"phone-hacking",0,2,0.000,1.000,0.167,0.833
"indonesians",0,1,0.000,1.000,0.250,0.750
"american-style",0,1,0.000,1.000,0.250,0.750
"naval",0,3,0.000,1.000,0.125,0.875
"vessels",0,2,0.000,1.000,0.167,0.833
"port",0,1,0.000,1.000,0.250,0.750
"latakia",0,1,0.000,1.000,0.250,0.750
"dissonant",0,1,0.000,1.000,0.250,0.750
"undertones",0,1,0.000,1.000,0.250,0.750
"m.i.a.",0,1,0.000,1.000,0.250,0.750
"reels",0,1,0.000,1.000,0.250,0.750
"voters",0,3,0.000,1.000,0.125,0.875
"rebuff",0,2,0.000,1.000,0.167,0.833
"cheney:",0,1,0.000,1.000,0.250,0.750
"one-term",0,1,0.000,1.000,0.250,0.750
"germany's",0,1,0.000,1.000,0.250,0.750
"poet",0,2,0.000,1.000,0.167,0.833
"sylvia",0,1,0.000,1.000,0.250,0.750
"plath",0,1,0.000,1.000,0.250,0.750
"task",0,2,0.000,1.000,0.167,0.833
"fortunes",0,1,0.000,1.000,0.250,0.750
"bubble",0,1,0.000,1.000,0.250,0.750
"bursts",0,1,0.000,1.000,0.250,0.750
"puerto",0,1,0.000,1.000,0.250,0.750
"rico",0,1,0.000,1.000,0.250,0.750
"ex-governor",0,1,0.000,1.000,0.250,0.750
"acquitted",0,1,0.000,1.000,0.250,0.750
"graft",0,3,0.000,1.000,0.125,0.875
"gowanus",0,1,0.000,1.000,0.250,0.750
"canal",0,1,0.000,1.000,0.250,0.750
"superfund",0,1,0.000,1.000,0.250,0.750
"ireland's",0,1,0.000,1.000,0.250,0.750
"paisley",0,1,0.000,1.000,0.250,0.750
"commissioner",0,4,0.000,1.000,0.100,0.900
"enforcement",0,1,0.000,1.000,0.250,0.750
"calling",0,1,0.000,1.000,0.250,0.750
"oks",0,1,0.000,1.000,0.250,0.750
"broadcasting",0,4,0.000,1.000,0.100,0.900
"grassroots",0,1,0.000,1.000,0.250,0.750
"advocate",0,2,0.000,1.000,0.167,0.833
"maki",0,1,0.000,1.000,0.250,0.750
"autopsy",0,2,0.000,1.000,0.167,0.833
"shanghai",0,2,0.000,1.000,0.167,0.833
"freman",0,1,0.000,1.000,0.250,0.750
"hendrix",0,1,0.000,1.000,0.250,0.750
"eclipses",0,1,0.000,1.000,0.250,0.750
"kwame",0,1,0.000,1.000,0.250,0.750
"kilpatrick",0,1,0.000,1.000,0.250,0.750
"mayoral",0,3,0.000,1.000,0.125,0.875
"delphi",0,3,0.000,1.000,0.125,0.875
"crucial",0,1,0.000,1.000,0.250,0.750
"newcastle",0,2,0.000,1.000,0.167,0.833
"uncover",0,1,0.000,1.000,0.250,0.750
"oldest",0,5,0.000,1.000,0.083,0.917
"prostitutes",0,2,0.000,1.000,0.167,0.833
"sitting",0,1,0.000,1.000,0.250,0.750
"p2p",0,1,0.000,1.000,0.250,0.750
"networks",0,2,0.000,1.000,0.167,0.833
"cn",0,1,0.000,1.000,0.250,0.750
"poaching",0,1,0.000,1.000,0.250,0.750
"anti-drug",0,1,0.000,1.000,0.250,0.750
"latin",0,1,0.000,1.000,0.250,0.750
"criticized",0,2,0.000,1.000,0.167,0.833
"wola",0,1,0.000,1.000,0.250,0.750
"feeds",0,1,0.000,1.000,0.250,0.750
"insults",0,1,0.000,1.000,0.250,0.750
"gunfight",0,1,0.000,1.000,0.250,0.750
"kashmir",0,5,0.000,1.000,0.083,0.917
"tampax",0,1,0.000,1.000,0.250,0.750
"erase",0,1,0.000,1.000,0.250,0.750
"euphemisms",0,1,0.000,1.000,0.250,0.750
"route",0,1,0.000,1.000,0.250,0.750
"recovery",0,6,0.000,1.000,0.071,0.929
"times?",0,1,0.000,1.000,0.250,0.750
"brewers",0,1,0.000,1.000,0.250,0.750
"package",0,6,0.000,1.000,0.071,0.929
"21-15",0,1,0.000,1.000,0.250,0.750
"inspires",0,1,0.000,1.000,0.250,0.750
"l.s.u.",0,1,0.000,1.000,0.250,0.750
"mainieri",0,1,0.000,1.000,0.250,0.750
"shorter",0,2,0.000,1.000,0.167,0.833
"crucifixes",0,1,0.000,1.000,0.250,0.750
"displayed",0,1,0.000,1.000,0.250,0.750
"bans",0,7,0.000,1.000,0.062,0.938
"video-on-demand",0,1,0.000,1.000,0.250,0.750
"semen",0,1,0.000,1.000,0.250,0.750
"dan",0,1,0.000,1.000,0.250,0.750
"rooney",0,1,0.000,1.000,0.250,0.750
"coal",0,4,0.000,1.000,0.100,0.900
"sudanese",0,7,0.000,1.000,0.062,0.938
"participate",0,1,0.000,1.000,0.250,0.750
"zagreb",0,2,0.000,1.000,0.167,0.833
"detains",0,1,0.000,1.000,0.250,0.750
"81",0,3,0.000,1.000,0.125,0.875
"50th",0,1,0.000,1.000,0.250,0.750
"uprising",0,1,0.000,1.000,0.250,0.750
"afghanistan:",0,1,0.000,1.000,0.250,0.750
"attackers",0,1,0.000,1.000,0.250,0.750
"kabul",0,2,0.000,1.000,0.167,0.833
"odds",0,1,0.000,1.000,0.250,0.750
"filly",0,1,0.000,1.000,0.250,0.750
"preakness",0,2,0.000,1.000,0.167,0.833
"downs",0,1,0.000,1.000,0.250,0.750
"semifinal",0,2,0.000,1.000,0.167,0.833
"appear",0,2,0.000,1.000,0.167,0.833
"lawsuit",0,2,0.000,1.000,0.167,0.833
"corps",0,1,0.000,1.000,0.250,0.750
"engineers",0,1,0.000,1.000,0.250,0.750
"boorishness",0,1,0.000,1.000,0.250,0.750
"shell",0,2,0.000,1.000,0.167,0.833
"slur",0,1,0.000,1.000,0.250,0.750
"mbia",0,1,0.000,1.000,0.250,0.750
"municipal",0,1,0.000,1.000,0.250,0.750
"jebreen",0,1,0.000,1.000,0.250,0.750
"extremist",0,1,0.000,1.000,0.250,0.750
"cleric",0,2,0.000,1.000,0.167,0.833
"treated",0,1,0.000,1.000,0.250,0.750
"explorer",0,1,0.000,1.000,0.250,0.750
"beta",0,1,0.000,1.000,0.250,0.750
"foundation",0,6,0.000,1.000,0.071,0.929
"expires",0,1,0.000,1.000,0.250,0.750
"bikini",0,2,0.000,1.000,0.167,0.833
"waxing",0,2,0.000,1.000,0.167,0.833
"documents",0,1,0.000,1.000,0.250,0.750
"changes",0,7,0.000,1.000,0.062,0.938
"classroom",0,1,0.000,1.000,0.250,0.750
"435",0,1,0.000,1.000,0.250,0.750
"caucuses",0,1,0.000,1.000,0.250,0.750
"eurozone",0,2,0.000,1.000,0.167,0.833
"congressmen",0,1,0.000,1.000,0.250,0.750
"credits",0,1,0.000,1.000,0.250,0.750
"parental",0,1,0.000,1.000,0.250,0.750
"synagogues",0,1,0.000,1.000,0.250,0.750
"empowers",0,1,0.000,1.000,0.250,0.750
"ever-eccentric",0,1,0.000,1.000,0.250,0.750
"qaddafi",0,1,0.000,1.000,0.250,0.750
"bondholders",0,2,0.000,1.000,0.167,0.833
"voting",0,6,0.000,1.000,0.071,0.929
"ensnared",0,1,0.000,1.000,0.250,0.750
"nigerians",0,1,0.000,1.000,0.250,0.750
"voodoo",0,1,0.000,1.000,0.250,0.750
"75w",0,1,0.000,1.000,0.250,0.750
"bulbs",0,4,0.000,1.000,0.100,0.900
"mourn",0,1,0.000,1.000,0.250,0.750
"canberra",0,2,0.000,1.000,0.167,0.833
"territory",0,3,0.000,1.000,0.125,0.875
"heyday",0,1,0.000,1.000,0.250,0.750
"employee",0,4,0.000,1.000,0.100,0.900
"decries",0,1,0.000,1.000,0.250,0.750
"sheffield",0,1,0.000,1.000,0.250,0.750
"camra's",0,1,0.000,1.000,0.250,0.750
"withheld",0,1,0.000,1.000,0.250,0.750
"intelligent",0,3,0.000,1.000,0.125,0.875
"disrupt",0,1,0.000,1.000,0.250,0.750
"prayer",0,1,0.000,1.000,0.250,0.750
"grids",0,1,0.000,1.000,0.250,0.750
"bargaining",0,2,0.000,1.000,0.167,0.833
"twenty20",0,2,0.000,1.000,0.167,0.833
"championship:",0,2,0.000,1.000,0.167,0.833
"indies",0,3,0.000,1.000,0.125,0.875
"rancagua",0,1,0.000,1.000,0.250,0.750
"servicio",0,1,0.000,1.000,0.250,0.750
"médico",0,1,0.000,1.000,0.250,0.750
"juan",0,3,0.000,1.000,0.125,0.875
"díaz",0,1,0.000,1.000,0.250,0.750
"suspended",0,1,0.000,1.000,0.250,0.750
"juanita",0,1,0.000,1.000,0.250,0.750
