Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"latino",1,0,1.000,0.000,0.750,0.250
"authors",1,0,1.000,0.000,0.750,0.250
"wont",1,0,1.000,0.000,0.750,0.250
"able",1,0,1.000,0.000,0.750,0.250
"die",1,2,0.333,0.667,0.375,0.625
"scrubs",1,0,1.000,0.000,0.750,0.250
"ramen",1,0,1.000,0.000,0.750,0.250
"position",1,1,0.500,0.500,0.500,0.500
"dakota",1,0,1.000,0.000,0.750,0.250
"johnson",1,2,0.333,0.667,0.375,0.625
"mann",1,0,1.000,0.000,0.750,0.250
"geographical",1,0,1.000,0.000,0.750,0.250
"quirk",1,0,1.000,0.000,0.750,0.250
"sweden's",1,0,1.000,0.000,0.750,0.250
"against",1,9,0.100,0.900,0.136,0.864
"denmark",1,0,1.000,0.000,0.750,0.250
"paralyzed",1,0,1.000,0.000,0.750,0.250
"texted",1,0,1.000,0.000,0.750,0.250
"driving",1,1,0.500,0.500,0.500,0.500
"nature",1,0,1.000,0.000,0.750,0.250
"nurture",1,0,1.000,0.000,0.750,0.250
"runs",1,0,1.000,0.000,0.750,0.250
"introvert",1,0,1.000,0.000,0.750,0.250
"vagina",1,0,1.000,0.000,0.750,0.250
"kegels",1,0,1.000,0.000,0.750,0.250
"dreaming",1,0,1.000,0.000,0.750,0.250
"swear",1,0,1.000,0.000,0.750,0.250
"condiment",1,0,1.000,0.000,0.750,0.250
"matches",1,0,1.000,0.000,0.750,0.250
"personality",1,0,1.000,0.000,0.750,0.250
"bill",0,2,0.000,1.000,0.167,0.833
"changing",0,1,0.000,1.000,0.250,0.750
"credit",0,3,0.000,1.000,0.125,0.875
"card",0,3,0.000,1.000,0.125,0.875
"rules",0,6,0.000,1.000,0.071,0.929
"obama",0,10,0.000,1.000,0.045,0.955
"gun",0,1,0.000,1.000,0.250,0.750
"measure",0,1,0.000,1.000,0.250,0.750
"included",0,1,0.000,1.000,0.250,0.750
"hollywood",0,1,0.000,1.000,0.250,0.750
"easy-money",0,1,0.000,1.000,0.250,0.750
"generation",0,2,0.000,1.000,0.167,0.833
"toughens",0,2,0.000,1.000,0.167,0.833
"1700",0,2,0.000,1.000,0.167,0.833
"runners",0,1,0.000,1.000,0.250,0.750
"still",0,4,0.000,1.000,0.100,0.900
"unaccounted",0,1,0.000,1.000,0.250,0.750
"uk's",0,4,0.000,1.000,0.100,0.900
"lake",0,2,0.000,1.000,0.167,0.833
"district",0,1,0.000,1.000,0.250,0.750
"following",0,3,0.000,1.000,0.125,0.875
"flood",0,1,0.000,1.000,0.250,0.750
"yankees",0,2,0.000,1.000,0.167,0.833
"pitchers",0,1,0.000,1.000,0.250,0.750
"trade",0,2,0.000,1.000,0.167,0.833
"fielding",0,1,0.000,1.000,0.250,0.750
"drills",0,1,0.000,1.000,0.250,0.750
"putting",0,2,0.000,1.000,0.167,0.833
"practice",0,1,0.000,1.000,0.250,0.750
"large",0,1,0.000,1.000,0.250,0.750
"earthquake",0,4,0.000,1.000,0.100,0.900
"rattles",0,1,0.000,1.000,0.250,0.750
"indonesia;",0,1,0.000,1.000,0.250,0.750
"seventh",0,1,0.000,1.000,0.250,0.750
"days",0,1,0.000,1.000,0.250,0.750
"coldplay's",0,1,0.000,1.000,0.250,0.750
"stores",0,1,0.000,1.000,0.250,0.750
"worldwide",0,1,0.000,1.000,0.250,0.750
"u.n.",0,3,0.000,1.000,0.125,0.875
"leader",0,7,0.000,1.000,0.062,0.938
"presses",0,2,0.000,1.000,0.167,0.833
"sri",0,3,0.000,1.000,0.125,0.875
"lanka",0,2,0.000,1.000,0.167,0.833
"speeding",0,1,0.000,1.000,0.250,0.750
"relief",0,1,0.000,1.000,0.250,0.750
"refugees",0,2,0.000,1.000,0.167,0.833
"camps",0,1,0.000,1.000,0.250,0.750
"somali-americans",0,1,0.000,1.000,0.250,0.750
"charged",0,4,0.000,1.000,0.100,0.900
"aiding",0,1,0.000,1.000,0.250,0.750
"terror",0,2,0.000,1.000,0.167,0.833
"highway",0,1,0.000,1.000,0.250,0.750
"administration",0,2,0.000,1.000,0.167,0.833
"releases",0,1,0.000,1.000,0.250,0.750
"interim",0,1,0.000,1.000,0.250,0.750
"report",0,5,0.000,1.000,0.083,0.917
"boston's",0,1,0.000,1.000,0.250,0.750
"dig:",0,1,0.000,1.000,0.250,0.750
"press",0,3,0.000,1.000,0.125,0.875
"release",0,3,0.000,1.000,0.125,0.875
"claims",0,2,0.000,1.000,0.167,0.833
"tunnel",0,1,0.000,1.000,0.250,0.750
"announces",0,5,0.000,1.000,0.083,0.917
"international",0,2,0.000,1.000,0.167,0.833
"meetings",0,1,0.000,1.000,0.250,0.750
"address",0,1,0.000,1.000,0.250,0.750
"energy",0,3,0.000,1.000,0.125,0.875
"climate",0,1,0.000,1.000,0.250,0.750
"issues",0,3,0.000,1.000,0.125,0.875
"troubled",0,2,0.000,1.000,0.167,0.833
"coyotes",0,1,0.000,1.000,0.250,0.750
"gretzky",0,1,0.000,1.000,0.250,0.750
"called",0,2,0.000,1.000,0.167,0.833
"savior",0,2,0.000,1.000,0.167,0.833
"door",0,1,0.000,1.000,0.250,0.750
"opens",0,1,0.000,1.000,0.250,0.750
"mid-qantas",0,1,0.000,1.000,0.250,0.750
"flight;",0,1,0.000,1.000,0.250,0.750
"plane",0,3,0.000,1.000,0.125,0.875
"landing",0,1,0.000,1.000,0.250,0.750
"gas",0,3,0.000,1.000,0.125,0.875
"prices",0,3,0.000,1.000,0.125,0.875
"surge",0,1,0.000,1.000,0.250,0.750
"northeast",0,1,0.000,1.000,0.250,0.750
"schapelle",0,1,0.000,1.000,0.250,0.750
"corby",0,1,0.000,1.000,0.250,0.750
"found",0,13,0.000,1.000,0.036,0.964
"sentenced",0,4,0.000,1.000,0.100,0.900
"2008",0,10,0.000,1.000,0.045,0.955
"secutech",0,1,0.000,1.000,0.250,0.750
"expo",0,1,0.000,1.000,0.250,0.750
"starts",0,3,0.000,1.000,0.125,0.875
"taipei",0,4,0.000,1.000,0.100,0.900
"taiwan",0,5,0.000,1.000,0.083,0.917
"grasping",0,1,0.000,1.000,0.250,0.750
"global",0,3,0.000,1.000,0.125,0.875
"security",0,3,0.000,1.000,0.125,0.875
"industry",0,5,0.000,1.000,0.083,0.917
"introduces",0,2,0.000,1.000,0.167,0.833
"illinois",0,1,0.000,1.000,0.250,0.750
"texting",0,1,0.000,1.000,0.250,0.750
"ban",0,3,0.000,1.000,0.125,0.875
"among",0,1,0.000,1.000,0.250,0.750
"other",0,2,0.000,1.000,0.167,0.833
"laws",0,1,0.000,1.000,0.250,0.750
"rod",0,1,0.000,1.000,0.250,0.750
"woodson",0,1,0.000,1.000,0.250,0.750
"tries",0,2,0.000,1.000,0.167,0.833
"grounded",0,1,0.000,1.000,0.250,0.750
"amid",0,3,0.000,1.000,0.125,0.875
"hall",0,1,0.000,1.000,0.250,0.750
"fame",0,1,0.000,1.000,0.250,0.750
"former",0,9,0.000,1.000,0.050,0.950
"president",0,10,0.000,1.000,0.045,0.955
"gerald",0,1,0.000,1.000,0.250,0.750
"ford",0,1,0.000,1.000,0.250,0.750
"hospitalized",0,2,0.000,1.000,0.167,0.833
"pneumonia",0,1,0.000,1.000,0.250,0.750
"welcomes",0,1,0.000,1.000,0.250,0.750
"specter",0,1,0.000,1.000,0.250,0.750
"law",0,3,0.000,1.000,0.125,0.875
"help",0,2,0.000,1.000,0.167,0.833
"asbestos",0,1,0.000,1.000,0.250,0.750
"sufferers",0,1,0.000,1.000,0.250,0.750
"victoria",0,1,0.000,1.000,0.250,0.750
"australia",0,4,0.000,1.000,0.100,0.900
"france",0,2,0.000,1.000,0.167,0.833
"approves",0,2,0.000,1.000,0.167,0.833
"crackdown",0,1,0.000,1.000,0.250,0.750
"piracy",0,1,0.000,1.000,0.250,0.750
"fine",0,1,0.000,1.000,0.250,0.750
"print",0,1,0.000,1.000,0.250,0.750
"rollout",0,1,0.000,1.000,0.250,0.750
"dazzles",0,1,0.000,1.000,0.250,0.750
"most-read",0,1,0.000,1.000,0.250,0.750
"papers",0,1,0.000,1.000,0.250,0.750
"contempt",0,1,0.000,1.000,0.250,0.750
"court",0,10,0.000,1.000,0.045,0.955
"germany",0,2,0.000,1.000,0.167,0.833
"sinks",0,3,0.000,1.000,0.125,0.875
"economic",0,1,0.000,1.000,0.250,0.750
"system",0,2,0.000,1.000,0.167,0.833
"questioned",0,1,0.000,1.000,0.250,0.750
"tropical",0,1,0.000,1.000,0.250,0.750
"dolores",0,1,0.000,1.000,0.250,0.750
"active",0,1,0.000,1.000,0.250,0.750
"bomb",0,5,0.000,1.000,0.083,0.917
"kills",0,7,0.000,1.000,0.062,0.938
"official",0,4,0.000,1.000,0.100,0.900
"spain",0,1,0.000,1.000,0.250,0.750
"invitational",0,1,0.000,1.000,0.250,0.750
"slogan",0,1,0.000,1.000,0.250,0.750
"2009",0,5,0.000,1.000,0.083,0.917
"summer",0,2,0.000,1.000,0.167,0.833
"deaflympics",0,1,0.000,1.000,0.250,0.750
"unveiled",0,1,0.000,1.000,0.250,0.750
"government",0,7,0.000,1.000,0.062,0.938
"stops",0,2,0.000,1.000,0.167,0.833
"haiti",0,1,0.000,1.000,0.250,0.750
"evacuations",0,1,0.000,1.000,0.250,0.750
"aims",0,2,0.000,1.000,0.167,0.833
"profit",0,7,0.000,1.000,0.062,0.938
"sterling",0,1,0.000,1.000,0.250,0.750
"payers",0,1,0.000,1.000,0.250,0.750
"maps",0,1,0.000,1.000,0.250,0.750
"incorporates",0,1,0.000,1.000,0.250,0.750
"satellite",0,2,0.000,1.000,0.167,0.833
"seven",0,2,0.000,1.000,0.167,0.833
"missing",0,5,0.000,1.000,0.083,0.917
"survive",0,1,0.000,1.000,0.250,0.750
"french",0,3,0.000,1.000,0.125,0.875
"helicopter",0,2,0.000,1.000,0.167,0.833
"crash",0,6,0.000,1.000,0.071,0.929
"gabon",0,1,0.000,1.000,0.250,0.750
"coast",0,3,0.000,1.000,0.125,0.875
"wikinews",0,3,0.000,1.000,0.125,0.875
"interviews",0,3,0.000,1.000,0.125,0.875
"0",0,1,0.000,1.000,0.250,0.750
"a.d.",0,1,0.000,1.000,0.250,0.750
"development",0,1,0.000,1.000,0.250,0.750
"team",0,4,0.000,1.000,0.100,0.900
"gates",0,1,0.000,1.000,0.250,0.750
"warning",0,3,0.000,1.000,0.125,0.875
"north",0,4,0.000,1.000,0.100,0.900
"korea",0,3,0.000,1.000,0.125,0.875
"industrial",0,1,0.000,1.000,0.250,0.750
"slump",0,2,0.000,1.000,0.167,0.833
"prompts",0,2,0.000,1.000,0.167,0.833
"plant",0,4,0.000,1.000,0.100,0.900
"closings",0,1,0.000,1.000,0.250,0.750
"layoffs",0,2,0.000,1.000,0.167,0.833
"across",0,4,0.000,1.000,0.100,0.900
"asia",0,2,0.000,1.000,0.167,0.833
"nuclear",0,4,0.000,1.000,0.100,0.900
"leaks",0,2,0.000,1.000,0.167,0.833
"japan",0,2,0.000,1.000,0.167,0.833
"quake",0,1,0.000,1.000,0.250,0.750
"worse",0,1,0.000,1.000,0.250,0.750
"reported",0,1,0.000,1.000,0.250,0.750
"uefa",0,3,0.000,1.000,0.125,0.875
"champions",0,2,0.000,1.000,0.167,0.833
"league:",0,1,0.000,1.000,0.250,0.750
"april",0,3,0.000,1.000,0.125,0.875
"1",0,2,0.000,1.000,0.167,0.833
"medtronic",0,1,0.000,1.000,0.250,0.750
"paid",0,2,0.000,1.000,0.167,0.833
"$788",0,1,0.000,1.000,0.250,0.750
"000",0,4,0.000,1.000,0.100,0.900
"accused",0,3,0.000,1.000,0.125,0.875
"faking",0,1,0.000,1.000,0.250,0.750
"study",0,4,0.000,1.000,0.100,0.900
"ivory",0,1,0.000,1.000,0.250,0.750
"beats",0,4,0.000,1.000,0.100,0.900
"serbia",0,1,0.000,1.000,0.250,0.750
"montenegro",0,1,0.000,1.000,0.250,0.750
"3-2",0,1,0.000,1.000,0.250,0.750
"c",0,1,0.000,1.000,0.250,0.750
"political",0,3,0.000,1.000,0.125,0.875
"shifts",0,1,0.000,1.000,0.250,0.750
"lag",0,1,0.000,1.000,0.250,0.750
"culture",0,1,0.000,1.000,0.250,0.750
"taliban",0,6,0.000,1.000,0.071,0.929
"militant",0,1,0.000,1.000,0.250,0.750
"least",0,7,0.000,1.000,0.062,0.938
"thirteen",0,2,0.000,1.000,0.167,0.833
"northwest",0,1,0.000,1.000,0.250,0.750
"national",0,5,0.000,1.000,0.083,0.917
"park",0,3,0.000,1.000,0.125,0.875
"covers",0,2,0.000,1.000,0.167,0.833
"donation",0,1,0.000,1.000,0.250,0.750
"united",0,7,0.000,1.000,0.062,0.938
"flight",0,3,0.000,1.000,0.125,0.875
"93",0,2,0.000,1.000,0.167,0.833
"memorial",0,1,0.000,1.000,0.250,0.750
"seventh-inning",0,1,0.000,1.000,0.250,0.750
"stretch",0,1,0.000,1.000,0.250,0.750
"twenty",0,1,0.000,1.000,0.250,0.750
"mudslides",0,1,0.000,1.000,0.250,0.750
"peru",0,1,0.000,1.000,0.250,0.750
"iran",0,7,0.000,1.000,0.062,0.938
"plans",0,4,0.000,1.000,0.100,0.900
"tests",0,2,0.000,1.000,0.167,0.833
"toward",0,1,0.000,1.000,0.250,0.750
"starting",0,1,0.000,1.000,0.250,0.750
"contestant",0,1,0.000,1.000,0.250,0.750
"injured",0,2,0.000,1.000,0.167,0.833
"german",0,3,0.000,1.000,0.125,0.875
"senator",0,3,0.000,1.000,0.125,0.875
"jesse",0,1,0.000,1.000,0.250,0.750
"helms",0,1,0.000,1.000,0.250,0.750
"86",0,1,0.000,1.000,0.250,0.750
"kimi",0,2,0.000,1.000,0.167,0.833
"räikkönen",0,2,0.000,1.000,0.167,0.833
"wins",0,10,0.000,1.000,0.045,0.955
"belgian",0,1,0.000,1.000,0.250,0.750
"grand",0,4,0.000,1.000,0.100,0.900
"prix",0,3,0.000,1.000,0.125,0.875
"yahoo",0,1,0.000,1.000,0.250,0.750
"microsoft",0,4,0.000,1.000,0.100,0.900
"weighing",0,2,0.000,1.000,0.167,0.833
"pact",0,1,0.000,1.000,0.250,0.750
"suspect",0,4,0.000,1.000,0.100,0.900
"jasmine",0,1,0.000,1.000,0.250,0.750
"fiore's",0,1,0.000,1.000,0.250,0.750
"irish",0,2,0.000,1.000,0.167,0.833
"narrowly",0,1,0.000,1.000,0.250,0.750
"italy",0,3,0.000,1.000,0.125,0.875
"rbs",0,1,0.000,1.000,0.250,0.750
"gaza",0,3,0.000,1.000,0.125,0.875
"ethics",0,1,0.000,1.000,0.250,0.750
"warfare",0,1,0.000,1.000,0.250,0.750
"australian",0,8,0.000,1.000,0.056,0.944
"newspapers",0,1,0.000,1.000,0.250,0.750
"fined",0,1,0.000,1.000,0.250,0.750
"breaches",0,2,0.000,1.000,0.167,0.833
"media",0,3,0.000,1.000,0.125,0.875
"standards",0,1,0.000,1.000,0.250,0.750
"bull",0,1,0.000,1.000,0.250,0.750
"moose",0,1,0.000,1.000,0.250,0.750
"shot",0,4,0.000,1.000,0.100,0.900
"alaska",0,1,0.000,1.000,0.250,0.750
"town",0,1,0.000,1.000,0.250,0.750
"reborn",0,1,0.000,1.000,0.250,0.750
"threat",0,4,0.000,1.000,0.100,0.900
"islamist",0,2,0.000,1.000,0.167,0.833
"militia",0,1,0.000,1.000,0.250,0.750
"driven",0,1,0.000,1.000,0.250,0.750
"mogadishu",0,1,0.000,1.000,0.250,0.750
"vow",0,2,0.000,1.000,0.167,0.833
"fighting",0,1,0.000,1.000,0.250,0.750
"ichiro",0,1,0.000,1.000,0.250,0.750
"suzuki",0,1,0.000,1.000,0.250,0.750
"delivers",0,1,0.000,1.000,0.250,0.750
"memorable",0,1,0.000,1.000,0.250,0.750
"conclusion",0,1,0.000,1.000,0.250,0.750
"w.b.c.",0,1,0.000,1.000,0.250,0.750
"controversial",0,3,0.000,1.000,0.125,0.875
"u.s.",0,18,0.000,1.000,0.026,0.974
"abortion",0,2,0.000,1.000,0.167,0.833
"kansas",0,2,0.000,1.000,0.167,0.833
"church",0,1,0.000,1.000,0.250,0.750
"executes",0,2,0.000,1.000,0.167,0.833
"despite",0,4,0.000,1.000,0.100,0.900
"execution",0,1,0.000,1.000,0.250,0.750
"general",0,2,0.000,1.000,0.167,0.833
"says",0,11,0.000,1.000,0.042,0.958
"dealers",0,1,0.000,1.000,0.250,0.750
"afghanistan",0,5,0.000,1.000,0.083,0.917
"r.",0,1,0.000,1.000,0.250,0.750
"venkataraman",0,1,0.000,1.000,0.250,0.750
"dies",0,14,0.000,1.000,0.033,0.967
"98",0,1,0.000,1.000,0.250,0.750
"suicide",0,3,0.000,1.000,0.125,0.875
"bomber",0,1,0.000,1.000,0.250,0.750
"imprisoned",0,2,0.000,1.000,0.167,0.833
"queensland",0,1,0.000,1.000,0.250,0.750
"w-league",0,1,0.000,1.000,0.250,0.750
"final",0,6,0.000,1.000,0.071,0.929
"lighting",0,1,0.000,1.000,0.250,0.750
"cut",0,5,0.000,1.000,0.083,0.917
"inuk",0,1,0.000,1.000,0.250,0.750
"hunter",0,1,0.000,1.000,0.250,0.750
"adrift",0,1,0.000,1.000,0.250,0.750
"arctic",0,1,0.000,1.000,0.250,0.750
"ice",0,1,0.000,1.000,0.250,0.750
"floe",0,1,0.000,1.000,0.250,0.750
"remains",0,3,0.000,1.000,0.125,0.875
"mass",0,2,0.000,1.000,0.167,0.833
"confirm",0,1,0.000,1.000,0.250,0.750
"argentina",0,2,0.000,1.000,0.167,0.833
"death",0,5,0.000,1.000,0.083,0.917
"football:",0,1,0.000,1.000,0.250,0.750
"2010",0,2,0.000,1.000,0.167,0.833
"gippsland",0,1,0.000,1.000,0.250,0.750
"league",0,3,0.000,1.000,0.125,0.875
"shape",0,2,0.000,1.000,0.167,0.833
"weeks",0,3,0.000,1.000,0.125,0.875
"local",0,1,0.000,1.000,0.250,0.750
"agencies",0,1,0.000,1.000,0.250,0.750
"sell",0,1,0.000,1.000,0.250,0.750
"minneapolis",0,1,0.000,1.000,0.250,0.750
"hire",0,1,0.000,1.000,0.250,0.750
"attendants",0,1,0.000,1.000,0.250,0.750
"banks",0,1,0.000,1.000,0.250,0.750
"stress",0,1,0.000,1.000,0.250,0.750
"recession",0,2,0.000,1.000,0.167,0.833
"wears",0,1,0.000,1.000,0.250,0.750
"officer",0,2,0.000,1.000,0.167,0.833
"killed",0,9,0.000,1.000,0.050,0.950
"south",0,9,0.000,1.000,0.050,0.950
"thailand",0,1,0.000,1.000,0.250,0.750
"blasts",0,1,0.000,1.000,0.250,0.750
"senior",0,2,0.000,1.000,0.167,0.833
"afghan",0,8,0.000,1.000,0.056,0.944
"taibu",0,1,0.000,1.000,0.250,0.750
"quits",0,1,0.000,1.000,0.250,0.750
"zimbabwe",0,2,0.000,1.000,0.167,0.833
"cricket",0,1,0.000,1.000,0.250,0.750
"further",0,2,0.000,1.000,0.167,0.833
"threats",0,1,0.000,1.000,0.250,0.750
"business",0,3,0.000,1.000,0.125,0.875
"loan",0,1,0.000,1.000,0.250,0.750
"bank",0,3,0.000,1.000,0.125,0.875
"thinks",0,1,0.000,1.000,0.250,0.750
"muslim",0,1,0.000,1.000,0.250,0.750
"brotherhood",0,1,0.000,1.000,0.250,0.750
"facing",0,1,0.000,1.000,0.250,0.750
"cuba",0,1,0.000,1.000,0.250,0.750
"open-source",0,1,0.000,1.000,0.250,0.750
"software",0,4,0.000,1.000,0.100,0.900
"dwarf",0,1,0.000,1.000,0.250,0.750
"penis",0,1,0.000,1.000,0.250,0.750
"glued",0,1,0.000,1.000,0.250,0.750
"vacuum",0,1,0.000,1.000,0.250,0.750
"cleaner",0,1,0.000,1.000,0.250,0.750
"student",0,3,0.000,1.000,0.125,0.875
"bath",0,1,0.000,1.000,0.250,0.750
"botswana",0,1,0.000,1.000,0.250,0.750
"holds",0,1,0.000,1.000,0.250,0.750
"parliamentary",0,1,0.000,1.000,0.250,0.750
"elections",0,3,0.000,1.000,0.125,0.875
"search",0,2,0.000,1.000,0.167,0.833
"continues",0,1,0.000,1.000,0.250,0.750
"nine",0,3,0.000,1.000,0.125,0.875
"midair",0,1,0.000,1.000,0.250,0.750
"collision",0,3,0.000,1.000,0.125,0.875
"california",0,4,0.000,1.000,0.100,0.900
"meet",0,1,0.000,1.000,0.250,0.750
"tensions",0,1,0.000,1.000,0.250,0.750
"turkish",0,1,0.000,1.000,0.250,0.750
"plot",0,1,0.000,1.000,0.250,0.750
"mall",0,2,0.000,1.000,0.167,0.833
"street",0,1,0.000,1.000,0.250,0.750
"pork",0,1,0.000,1.000,0.250,0.750
"fights",0,2,0.000,1.000,0.167,0.833
"concerns",0,1,0.000,1.000,0.250,0.750
"swine",0,2,0.000,1.000,0.167,0.833
"flu",0,4,0.000,1.000,0.100,0.900
"details",0,1,0.000,1.000,0.250,0.750
"emerge",0,1,0.000,1.000,0.250,0.750
"al-zarqawi's",0,1,0.000,1.000,0.250,0.750
"location",0,1,0.000,1.000,0.250,0.750
"pinned",0,1,0.000,1.000,0.250,0.750
"dvd",0,1,0.000,1.000,0.250,0.750
"format",0,1,0.000,1.000,0.250,0.750
"nearing",0,2,0.000,1.000,0.167,0.833
"deadline",0,1,0.000,1.000,0.250,0.750
"editors",0,1,0.000,1.000,0.250,0.750
"share",0,1,0.000,1.000,0.250,0.750
"no.",0,2,0.000,1.000,0.167,0.833
"spot",0,1,0.000,1.000,0.250,0.750
"associated",0,1,0.000,1.000,0.250,0.750
"reporting",0,1,0.000,1.000,0.250,0.750
"scandal",0,1,0.000,1.000,0.250,0.750
"listening",0,1,0.000,1.000,0.250,0.750
"el",0,2,0.000,1.000,0.167,0.833
"salvador",0,2,0.000,1.000,0.167,0.833
"invoke",0,1,0.000,1.000,0.250,0.750
"rivalries",0,1,0.000,1.000,0.250,0.750
"olympic",0,2,0.000,1.000,0.167,0.833
"gold",0,1,0.000,1.000,0.250,0.750
"medalist",0,1,0.000,1.000,0.250,0.750
"evan",0,1,0.000,1.000,0.250,0.750
"lysacek",0,1,0.000,1.000,0.250,0.750
"hero's",0,1,0.000,1.000,0.250,0.750
"welcome",0,1,0.000,1.000,0.250,0.750
"hometown",0,1,0.000,1.000,0.250,0.750
"activists",0,1,0.000,1.000,0.250,0.750
"protest",0,7,0.000,1.000,0.062,0.938
"americas",0,1,0.000,1.000,0.250,0.750
"macedonia",0,1,0.000,1.000,0.250,0.750
"compromise",0,2,0.000,1.000,0.167,0.833
"greece",0,1,0.000,1.000,0.250,0.750
"dispute",0,2,0.000,1.000,0.167,0.833
"alcatel",0,1,0.000,1.000,0.250,0.750
"chief",0,2,0.000,1.000,0.167,0.833
"rosy",0,1,0.000,1.000,0.250,0.750
"un",0,3,0.000,1.000,0.125,0.875
"official:",0,1,0.000,1.000,0.250,0.750
"dr",0,2,0.000,1.000,0.167,0.833
"congo",0,2,0.000,1.000,0.167,0.833
"‘rape",0,1,0.000,1.000,0.250,0.750
"world’",0,1,0.000,1.000,0.250,0.750
"strikes",0,1,0.000,1.000,0.250,0.750
"medicare",0,1,0.000,1.000,0.250,0.750
"quebec",0,1,0.000,1.000,0.250,0.750
"shadows",0,1,0.000,1.000,0.250,0.750
"violence",0,2,0.000,1.000,0.167,0.833
"cling",0,1,0.000,1.000,0.250,0.750
"politician",0,1,0.000,1.000,0.250,0.750
"cafe",0,1,0.000,1.000,0.250,0.750
"shifting",0,1,0.000,1.000,0.250,0.750
"archbishop",0,1,0.000,1.000,0.250,0.750
"abandons",0,1,0.000,1.000,0.250,0.750
"jersey",0,2,0.000,1.000,0.167,0.833
"pittsburgh",0,2,0.000,1.000,0.167,0.833
"dominates",0,1,0.000,1.000,0.250,0.750
"diego",0,1,0.000,1.000,0.250,0.750
"reach",0,1,0.000,1.000,0.250,0.750
"a.f.c.",0,1,0.000,1.000,0.250,0.750
"title",0,2,0.000,1.000,0.167,0.833
"speaks",0,1,0.000,1.000,0.250,0.750
"n.a.a.c.p.",0,1,0.000,1.000,0.250,0.750
"celebration",0,1,0.000,1.000,0.250,0.750
"gives",0,1,0.000,1.000,0.250,0.750
"birth",0,1,0.000,1.000,0.250,0.750
"path",0,1,0.000,1.000,0.250,0.750
"train",0,1,0.000,1.000,0.250,0.750
"bid",0,2,0.000,1.000,0.167,0.833
"organize",0,1,0.000,1.000,0.250,0.750
"nurses",0,1,0.000,1.000,0.250,0.750
"setback",0,1,0.000,1.000,0.250,0.750
"congress",0,1,0.000,1.000,0.250,0.750
"sox",0,1,0.000,1.000,0.250,0.750
"varitek",0,1,0.000,1.000,0.250,0.750
"agree",0,3,0.000,1.000,0.125,0.875
"1-year",0,1,0.000,1.000,0.250,0.750
"deal",0,4,0.000,1.000,0.100,0.900
"cup:",0,1,0.000,1.000,0.250,0.750
"coordinated",0,1,0.000,1.000,0.250,0.750
"terrorist",0,1,0.000,1.000,0.250,0.750
"attack",0,5,0.000,1.000,0.083,0.917
"beating",0,1,0.000,1.000,0.250,0.750
"harlem",0,1,0.000,1.000,0.250,0.750
"apple",0,3,0.000,1.000,0.125,0.875
"mac",0,2,0.000,1.000,0.167,0.833
"os",0,1,0.000,1.000,0.250,0.750
"x",0,1,0.000,1.000,0.250,0.750
"lion",0,1,0.000,1.000,0.250,0.750
"ios",0,1,0.000,1.000,0.250,0.750
"icloud",0,1,0.000,1.000,0.250,0.750
"louisville",0,1,0.000,1.000,0.250,0.750
"withstands",0,1,0.000,1.000,0.250,0.750
"late",0,1,0.000,1.000,0.250,0.750
"villanova",0,2,0.000,1.000,0.167,0.833
"allow",0,1,0.000,1.000,0.250,0.750
"some",0,4,0.000,1.000,0.100,0.900
"switch",0,1,0.000,1.000,0.250,0.750
"teams",0,1,0.000,1.000,0.250,0.750
"lesbians",0,1,0.000,1.000,0.250,0.750
"lose",0,1,0.000,1.000,0.250,0.750
"ruling",0,1,0.000,1.000,0.250,0.750
"upholds",0,1,0.000,1.000,0.250,0.750
"expulsion",0,1,0.000,1.000,0.250,0.750
"convicted",0,1,0.000,1.000,0.250,0.750
"assault",0,2,0.000,1.000,0.167,0.833
"mathematics",0,1,0.000,1.000,0.250,0.750
"threatened",0,1,0.000,1.000,0.250,0.750
"authorities",0,2,0.000,1.000,0.167,0.833
"myanmar",0,1,0.000,1.000,0.250,0.750
"case",0,5,0.000,1.000,0.083,0.917
"pro-democracy",0,1,0.000,1.000,0.250,0.750
"rescued",0,1,0.000,1.000,0.250,0.750
"cheney",0,2,0.000,1.000,0.167,0.833
"ovation",0,1,0.000,1.000,0.250,0.750
"shooting",0,2,0.000,1.000,0.167,0.833
"victim",0,1,0.000,1.000,0.250,0.750
"apologizes",0,1,0.000,1.000,0.250,0.750
"develops",0,1,0.000,1.000,0.250,0.750
"anti-virus",0,1,0.000,1.000,0.250,0.750
"suffers",0,2,0.000,1.000,0.167,0.833
"cardiology",0,1,0.000,1.000,0.250,0.750
"summit",0,1,0.000,1.000,0.250,0.750
"publish",0,1,0.000,1.000,0.250,0.750
"memoir",0,1,0.000,1.000,0.250,0.750
"cable",0,1,0.000,1.000,0.250,0.750
"regret",0,1,0.000,1.000,0.250,0.750
"online",0,3,0.000,1.000,0.125,0.875
"unexpected",0,1,0.000,1.000,0.250,0.750
"increase",0,2,0.000,1.000,0.167,0.833
"factory",0,2,0.000,1.000,0.167,0.833
"orders",0,1,0.000,1.000,0.250,0.750
"moldovan",0,2,0.000,1.000,0.167,0.833
"tells",0,2,0.000,1.000,0.167,0.833
"nato",0,1,0.000,1.000,0.250,0.750
"half",0,2,0.000,1.000,0.167,0.833
"million",0,3,0.000,1.000,0.125,0.875
"moldovans",0,1,0.000,1.000,0.250,0.750
