Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"plunge",0,1,0.000,1.000,0.250,0.750
"frenzy",0,1,0.000,1.000,0.250,0.750
"increased",0,1,0.000,1.000,0.250,0.750
"eritrea",0,1,0.000,1.000,0.250,0.750
"ethiopia",0,1,0.000,1.000,0.250,0.750
"fiji",0,2,0.000,1.000,0.167,0.833
"missing;",0,1,0.000,1.000,0.250,0.750
"feared",0,1,0.000,1.000,0.250,0.750
"northwestern",0,2,0.000,1.000,0.167,0.833
"calmer",0,1,0.000,1.000,0.250,0.750
"ballot",0,1,0.000,1.000,0.250,0.750
"mexico",0,5,0.000,1.000,0.083,0.917
"tightens",0,1,0.000,1.000,0.250,0.750
"smugglers",0,1,0.000,1.000,0.250,0.750
"kenyan",0,1,0.000,1.000,0.250,0.750
"jails",0,1,0.000,1.000,0.250,0.750
"hijack",0,1,0.000,1.000,0.250,0.750
"maltese",0,1,0.000,1.000,0.250,0.750
"ship",0,4,0.000,1.000,0.100,0.900
"journalist",0,4,0.000,1.000,0.100,0.900
"buildings",0,1,0.000,1.000,0.250,0.750
"athens",0,2,0.000,1.000,0.167,0.833
"seventy",0,1,0.000,1.000,0.250,0.750
"moscow",0,2,0.000,1.000,0.167,0.833
"euromillions",0,1,0.000,1.000,0.250,0.750
"lottery",0,1,0.000,1.000,0.250,0.750
"ticket",0,1,0.000,1.000,0.250,0.750
"£56",0,1,0.000,1.000,0.250,0.750
"claimed",0,2,0.000,1.000,0.167,0.833
"miners",0,1,0.000,1.000,0.250,0.750
"ecuador",0,1,0.000,1.000,0.250,0.750
"lower",0,1,0.000,1.000,0.250,0.750
"hurt",0,1,0.000,1.000,0.250,0.750
"conocophillips",0,1,0.000,1.000,0.250,0.750
"slovenian",0,1,0.000,1.000,0.250,0.750
"cyclist",0,1,0.000,1.000,0.250,0.750
"jure",0,1,0.000,1.000,0.250,0.750
"robič",0,1,0.000,1.000,0.250,0.750
"traffic",0,1,0.000,1.000,0.250,0.750
"45",0,4,0.000,1.000,0.100,0.900
"visa",0,2,0.000,1.000,0.167,0.833
"better-than-expected",0,1,0.000,1.000,0.250,0.750
"results",0,1,0.000,1.000,0.250,0.750
"airstrikes",0,1,0.000,1.000,0.250,0.750
"strongholds",0,1,0.000,1.000,0.250,0.750
"confronts",0,1,0.000,1.000,0.250,0.750
"copters",0,1,0.000,1.000,0.250,0.750
"gastric",0,1,0.000,1.000,0.250,0.750
"bypass",0,1,0.000,1.000,0.250,0.750
"wed:",0,1,0.000,1.000,0.250,0.750
"labour",0,2,0.000,1.000,0.167,0.833
"justine",0,1,0.000,1.000,0.250,0.750
"thornton",0,1,0.000,1.000,0.250,0.750
"2007",0,2,0.000,1.000,0.167,0.833
"vietnam",0,1,0.000,1.000,0.250,0.750
"fishing",0,1,0.000,1.000,0.250,0.750
"vessel",0,1,0.000,1.000,0.250,0.750
"rolls-royce",0,1,0.000,1.000,0.250,0.750
"rokot",0,1,0.000,1.000,0.250,0.750
"gonets",0,1,0.000,1.000,0.250,0.750
"satellites",0,2,0.000,1.000,0.167,0.833
"cargo",0,5,0.000,1.000,0.083,0.917
"dubai",0,1,0.000,1.000,0.250,0.750
"poker's",0,1,0.000,1.000,0.250,0.750
"luck",0,1,0.000,1.000,0.250,0.750
"swiss",0,1,0.000,1.000,0.250,0.750
"n.",0,2,0.000,1.000,0.167,0.833
"uranium",0,2,0.000,1.000,0.167,0.833
"examines",0,1,0.000,1.000,0.250,0.750
"candidates",0,1,0.000,1.000,0.250,0.750
"replace",0,1,0.000,1.000,0.250,0.750
"elbaradei",0,1,0.000,1.000,0.250,0.750
"identifies",0,1,0.000,1.000,0.250,0.750
"spamming",0,1,0.000,1.000,0.250,0.750
"deceased",0,1,0.000,1.000,0.250,0.750
"bird",0,1,0.000,1.000,0.250,0.750
"jeff",0,2,0.000,1.000,0.167,0.833
"gordon",0,1,0.000,1.000,0.250,0.750
"subway",0,1,0.000,1.000,0.250,0.750
"fresh",0,1,0.000,1.000,0.250,0.750
"cluster",0,2,0.000,1.000,0.167,0.833
"neighbourhood",0,1,0.000,1.000,0.250,0.750
"milky",0,1,0.000,1.000,0.250,0.750
"review:",0,1,0.000,1.000,0.250,0.750
"variations",0,1,0.000,1.000,0.250,0.750
"differ",0,1,0.000,1.000,0.250,0.750
"six",0,5,0.000,1.000,0.083,0.917
"spree",0,1,0.000,1.000,0.250,0.750
"belgorod",0,1,0.000,1.000,0.250,0.750
"exaggerate",0,1,0.000,1.000,0.250,0.750
"cell",0,2,0.000,1.000,0.167,0.833
"risk",0,1,0.000,1.000,0.250,0.750
"site",0,3,0.000,1.000,0.125,0.875
"storms",0,3,0.000,1.000,0.125,0.875
"brazil",0,1,0.000,1.000,0.250,0.750
"expands",0,2,0.000,1.000,0.167,0.833
"investment",0,2,0.000,1.000,0.167,0.833
"twin",0,1,0.000,1.000,0.250,0.750
"netanyahu",0,1,0.000,1.000,0.250,0.750
"backs",0,2,0.000,1.000,0.167,0.833
"caveats",0,1,0.000,1.000,0.250,0.750
"herald",0,1,0.000,1.000,0.250,0.750
"tribune",0,2,0.000,1.000,0.167,0.833
"articles",0,2,0.000,1.000,0.167,0.833
"disappear",0,1,0.000,1.000,0.250,0.750
"shelling",0,1,0.000,1.000,0.250,0.750
"mission",0,3,0.000,1.000,0.125,0.875
"planned",0,1,0.000,1.000,0.250,0.750
"tourist",0,1,0.000,1.000,0.250,0.750
"carrier",0,1,0.000,1.000,0.250,0.750
"spirit",0,1,0.000,1.000,0.250,0.750
"$45",0,1,0.000,1.000,0.250,0.750
"carry-on",0,1,0.000,1.000,0.250,0.750
"baggage",0,1,0.000,1.000,0.250,0.750
"fee",0,2,0.000,1.000,0.167,0.833
"long-lost",0,1,0.000,1.000,0.250,0.750
"lincoln",0,1,0.000,1.000,0.250,0.750
"archives",0,1,0.000,1.000,0.250,0.750
"tsunami",0,3,0.000,1.000,0.125,0.875
"aid",0,5,0.000,1.000,0.083,0.917
"effort",0,3,0.000,1.000,0.125,0.875
"tech",0,2,0.000,1.000,0.167,0.833
"mahindra",0,1,0.000,1.000,0.250,0.750
"satyam",0,1,0.000,1.000,0.250,0.750
"deficit",0,1,0.000,1.000,0.250,0.750
"soars",0,1,0.000,1.000,0.250,0.750
"us$61.04",0,1,0.000,1.000,0.250,0.750
"katharine",0,1,0.000,1.000,0.250,0.750
"scripps",0,1,0.000,1.000,0.250,0.750
"bee",0,1,0.000,1.000,0.250,0.750
"israelis",0,1,0.000,1.000,0.250,0.750
"cede",0,1,0.000,1.000,0.250,0.750
"public",0,3,0.000,1.000,0.125,0.875
"pension",0,2,0.000,1.000,0.167,0.833
"managers",0,1,0.000,1.000,0.250,0.750
"rethink",0,1,0.000,1.000,0.250,0.750
"hedge",0,1,0.000,1.000,0.250,0.750
"ties",0,1,0.000,1.000,0.250,0.750
"anglo",0,1,0.000,1.000,0.250,0.750
"merger",0,1,0.000,1.000,0.250,0.750
"mining",0,1,0.000,1.000,0.250,0.750
"rival",0,1,0.000,1.000,0.250,0.750
"kentucky",0,1,0.000,1.000,0.250,0.750
"history",0,3,0.000,1.000,0.125,0.875
"along",0,1,0.000,1.000,0.250,0.750
"rail",0,1,0.000,1.000,0.250,0.750
"partnership",0,2,0.000,1.000,0.167,0.833
"began",0,1,0.000,1.000,0.250,0.750
"bar",0,1,0.000,1.000,0.250,0.750
"d.",0,1,0.000,1.000,0.250,0.750
"campbell",0,1,0.000,1.000,0.250,0.750
"dartmouth—cole",0,1,0.000,1.000,0.250,0.750
"jury",0,1,0.000,1.000,0.250,0.750
"clears",0,1,0.000,1.000,0.250,0.750
"1978",0,1,0.000,1.000,0.250,0.750
"disappearance",0,1,0.000,1.000,0.250,0.750
"oceanliner",0,1,0.000,1.000,0.250,0.750
"qe2",0,1,0.000,1.000,0.250,0.750
"journey",0,1,0.000,1.000,0.250,0.750
"congresswoman",0,1,0.000,1.000,0.250,0.750
"giffords",0,1,0.000,1.000,0.250,0.750
"supermarket",0,1,0.000,1.000,0.250,0.750
"automakers",0,1,0.000,1.000,0.250,0.750
"shed",0,1,0.000,1.000,0.250,0.750
"pensions",0,1,0.000,1.000,0.250,0.750
"others",0,1,0.000,1.000,0.250,0.750
"megamerger",0,1,0.000,1.000,0.250,0.750
"wyeth",0,1,0.000,1.000,0.250,0.750
"pfizer",0,1,0.000,1.000,0.250,0.750
"pledges",0,2,0.000,1.000,0.167,0.833
"$600",0,1,0.000,1.000,0.250,0.750
"tuberculosis",0,1,0.000,1.000,0.250,0.750
"drains",0,1,0.000,1.000,0.250,0.750
"wwe",0,1,0.000,1.000,0.250,0.750
"superstar",0,1,0.000,1.000,0.250,0.750
"major",0,3,0.000,1.000,0.125,0.875
"tanker",0,2,0.000,1.000,0.167,0.833
"ex-lehman",0,1,0.000,1.000,0.250,0.750
"record",0,3,0.000,1.000,0.125,0.875
"deliveries",0,1,0.000,1.000,0.250,0.750
"tie",0,1,0.000,1.000,0.250,0.750
"mesmerizing",0,1,0.000,1.000,0.250,0.750
"manchester",0,1,0.000,1.000,0.250,0.750
"style",0,1,0.000,1.000,0.250,0.750
"pilgrimage",0,1,0.000,1.000,0.250,0.750
"intelligence",0,1,0.000,1.000,0.250,0.750
"docks",0,1,0.000,1.000,0.250,0.750
"station",0,1,0.000,1.000,0.250,0.750
"filesharing",0,1,0.000,1.000,0.250,0.750
"distributor",0,1,0.000,1.000,0.250,0.750
"limewire",0,1,0.000,1.000,0.250,0.750
"ordered",0,1,0.000,1.000,0.250,0.750
"avalanche",0,1,0.000,1.000,0.250,0.750
"rocky",0,1,0.000,1.000,0.250,0.750
"mountains",0,1,0.000,1.000,0.250,0.750
"paramilitary",0,1,0.000,1.000,0.250,0.750
"rioting",0,1,0.000,1.000,0.250,0.750
"test-fire",0,1,0.000,1.000,0.250,0.750
"missiles",0,1,0.000,1.000,0.250,0.750
"yemen",0,2,0.000,1.000,0.167,0.833
"protesters",0,2,0.000,1.000,0.167,0.833
"england's",0,1,0.000,1.000,0.250,0.750
"association",0,1,0.000,1.000,0.250,0.750
"complains",0,1,0.000,1.000,0.250,0.750
"missed",0,1,0.000,1.000,0.250,0.750
"astronomers",0,1,0.000,1.000,0.250,0.750
"exo-solar",0,1,0.000,1.000,0.250,0.750
"edmonton",0,1,0.000,1.000,0.250,0.750
"conflict",0,1,0.000,1.000,0.250,0.750
"wounds",0,1,0.000,1.000,0.250,0.750
"eight",0,2,0.000,1.000,0.167,0.833
"synthes",0,1,0.000,1.000,0.250,0.750
"medical",0,3,0.000,1.000,0.125,0.875
"device",0,2,0.000,1.000,0.167,0.833
"improper",0,1,0.000,1.000,0.250,0.750
"marketing",0,1,0.000,1.000,0.250,0.750
"no-confidence",0,1,0.000,1.000,0.250,0.750
"initiated",0,1,0.000,1.000,0.250,0.750
"wimbledon",0,1,0.000,1.000,0.250,0.750
"receive",0,1,0.000,1.000,0.250,0.750
"criticism",0,1,0.000,1.000,0.250,0.750
"birds",0,1,0.000,1.000,0.250,0.750
"marines",0,3,0.000,1.000,0.125,0.875
"civilians",0,3,0.000,1.000,0.125,0.875
"hundred",0,1,0.000,1.000,0.250,0.750
"bombers",0,1,0.000,1.000,0.250,0.750
"lows",0,1,0.000,1.000,0.250,0.750
"since",0,2,0.000,1.000,0.167,0.833
"1997",0,1,0.000,1.000,0.250,0.750
"million-dollar-a-month",0,1,0.000,1.000,0.250,0.750
"nauru",0,1,0.000,1.000,0.250,0.750
"detention",0,3,0.000,1.000,0.125,0.875
"centre",0,3,0.000,1.000,0.125,0.875
"luxury",0,1,0.000,1.000,0.250,0.750
"goods",0,1,0.000,1.000,0.250,0.750
"grim",0,1,0.000,1.000,0.250,0.750
"irene",0,1,0.000,1.000,0.250,0.750
"70",0,3,0.000,1.000,0.125,0.875
"alpine",0,1,0.000,1.000,0.250,0.750
"ski",0,1,0.000,1.000,0.250,0.750
"racer",0,1,0.000,1.000,0.250,0.750
"heuga",0,1,0.000,1.000,0.250,0.750
"increases",0,2,0.000,1.000,0.167,0.833
"a.c.c.",0,1,0.000,1.000,0.250,0.750
"prosecutions",0,1,0.000,1.000,0.250,0.750
"retrial",0,1,0.000,1.000,0.250,0.750
"brazilian",0,2,0.000,1.000,0.167,0.833
"dam",0,1,0.000,1.000,0.250,0.750
"preliminary",0,1,0.000,1.000,0.250,0.750
"approval",0,1,0.000,1.000,0.250,0.750
"astana",0,1,0.000,1.000,0.250,0.750
"teammates",0,1,0.000,1.000,0.250,0.750
"knicks",0,3,0.000,1.000,0.125,0.875
"guard",0,2,0.000,1.000,0.167,0.833
"picking",0,1,0.000,1.000,0.250,0.750
"eighth",0,1,0.000,1.000,0.250,0.750
"knows?",0,1,0.000,1.000,0.250,0.750
"winehouse",0,1,0.000,1.000,0.250,0.750
"wax",0,1,0.000,1.000,0.250,0.750
"workers",0,1,0.000,1.000,0.250,0.750
"high-flying",0,1,0.000,1.000,0.250,0.750
"dwight",0,1,0.000,1.000,0.250,0.750
"howard",0,1,0.000,1.000,0.250,0.750
"cavaliers",0,1,0.000,1.000,0.250,0.750
"carolina",0,2,0.000,1.000,0.167,0.833
"routs",0,1,0.000,1.000,0.250,0.750
"virginia;",0,1,0.000,1.000,0.250,0.750
"next:",0,1,0.000,1.000,0.250,0.750
"top-ranked",0,1,0.000,1.000,0.250,0.750
"gallinari",0,1,0.000,1.000,0.250,0.750
"data",0,1,0.000,1.000,0.250,0.750
"deepening",0,1,0.000,1.000,0.250,0.750
"comrades",0,1,0.000,1.000,0.250,0.750
"1993",0,1,0.000,1.000,0.250,0.750
"land",0,1,0.000,1.000,0.250,0.750
"prepares",0,1,0.000,1.000,0.250,0.750
"kj",0,1,0.000,1.000,0.250,0.750
"noons",0,1,0.000,1.000,0.250,0.750
"stripped",0,1,0.000,1.000,0.250,0.750
"elitexc",0,1,0.000,1.000,0.250,0.750
"lightweight",0,1,0.000,1.000,0.250,0.750
"deadlines",0,1,0.000,1.000,0.250,0.750
"delivery",0,1,0.000,1.000,0.250,0.750
"strain",0,1,0.000,1.000,0.250,0.750
"china's",0,1,0.000,1.000,0.250,0.750
"surpasses",0,1,0.000,1.000,0.250,0.750
"japan's",0,1,0.000,1.000,0.250,0.750
"recruits",0,1,0.000,1.000,0.250,0.750
"fertiliser",0,1,0.000,1.000,0.250,0.750
"crew",0,1,0.000,1.000,0.250,0.750
"lordi",0,1,0.000,1.000,0.250,0.750
"receives",0,3,0.000,1.000,0.125,0.875
"300",0,1,0.000,1.000,0.250,0.750
"euros",0,1,0.000,1.000,0.250,0.750
"finnish",0,1,0.000,1.000,0.250,0.750
"funding",0,2,0.000,1.000,0.167,0.833
"generic",0,1,0.000,1.000,0.250,0.750
"tamiflu",0,1,0.000,1.000,0.250,0.750
"casualties",0,1,0.000,1.000,0.250,0.750
"counties",0,1,0.000,1.000,0.250,0.750
"forming",0,1,0.000,1.000,0.250,0.750
"lebanese-syrian",0,1,0.000,1.000,0.250,0.750
"withdrawal",0,1,0.000,1.000,0.250,0.750
"accord",0,1,0.000,1.000,0.250,0.750
"resumes",0,1,0.000,1.000,0.250,0.750
"livestock",0,1,0.000,1.000,0.250,0.750
"somalia",0,2,0.000,1.000,0.167,0.833
"cuomo",0,1,0.000,1.000,0.250,0.750
"merrill",0,1,0.000,1.000,0.250,0.750
"bonus",0,1,0.000,1.000,0.250,0.750
"recipients",0,1,0.000,1.000,0.250,0.750
"ipcc",0,1,0.000,1.000,0.250,0.750
"himalayan",0,1,0.000,1.000,0.250,0.750
"glaciers",0,1,0.000,1.000,0.250,0.750
"wagoner",0,1,0.000,1.000,0.250,0.750
"retains",0,1,0.000,1.000,0.250,0.750
"bows",0,1,0.000,1.000,0.250,0.750
"albany",0,1,0.000,1.000,0.250,0.750
"placement",0,1,0.000,1.000,0.250,0.750
"arm",0,1,0.000,1.000,0.250,0.750
"transplant",0,1,0.000,1.000,0.250,0.750
"undertaken",0,1,0.000,1.000,0.250,0.750
"munich",0,2,0.000,1.000,0.167,0.833
"pennsylvania",0,3,0.000,1.000,0.125,0.875
"cop",0,1,0.000,1.000,0.250,0.750
"allegedly",0,2,0.000,1.000,0.167,0.833
"murdering",0,1,0.000,1.000,0.250,0.750
"girlfriend's",0,1,0.000,1.000,0.250,0.750
"estranged",0,1,0.000,1.000,0.250,0.750
"husband",0,1,0.000,1.000,0.250,0.750
"juana",0,1,0.000,1.000,0.250,0.750
"bustamante",0,1,0.000,1.000,0.250,0.750
"chilean",0,1,0.000,1.000,0.250,0.750
"paniahue",0,1,0.000,1.000,0.250,0.750
"rise",0,1,0.000,1.000,0.250,0.750
"adjust",0,1,0.000,1.000,0.250,0.750
"foraging",0,1,0.000,1.000,0.250,0.750
"colony",0,1,0.000,1.000,0.250,0.750
"eats",0,1,0.000,1.000,0.250,0.750
"mountaineers",0,1,0.000,1.000,0.250,0.750
"climb",0,1,0.000,1.000,0.250,0.750
"aids",0,2,0.000,1.000,0.167,0.833
"insulin-resistance",0,1,0.000,1.000,0.250,0.750
"diabetes",0,1,0.000,1.000,0.250,0.750
"louisiana",0,2,0.000,1.000,0.167,0.833
"blocking",0,2,0.000,1.000,0.167,0.833
"rescue",0,2,0.000,1.000,0.167,0.833
"volunteers",0,1,0.000,1.000,0.250,0.750
"slam",0,1,0.000,1.000,0.250,0.750
"nations",0,3,0.000,1.000,0.125,0.875
"triple",0,1,0.000,1.000,0.250,0.750
"crown",0,1,0.000,1.000,0.250,0.750
"billions",0,1,0.000,1.000,0.250,0.750
"geithner",0,1,0.000,1.000,0.250,0.750
"allotting",0,1,0.000,1.000,0.250,0.750
"stoke",0,1,0.000,1.000,0.250,0.750
"hostility",0,1,0.000,1.000,0.250,0.750
"keeping",0,1,0.000,1.000,0.250,0.750
"thumb",0,1,0.000,1.000,0.250,0.750
"itms",0,1,0.000,1.000,0.250,0.750
"adding",0,1,0.000,1.000,0.250,0.750
"toll",0,3,0.000,1.000,0.125,0.875
"longer",0,1,0.000,1.000,0.250,0.750
"bristol",0,2,0.000,1.000,0.167,0.833
"lauched",0,1,0.000,1.000,0.250,0.750
"thousand",0,1,0.000,1.000,0.250,0.750
"o'reilly",0,1,0.000,1.000,0.250,0.750
"parts",0,1,0.000,1.000,0.250,0.750
"challenge",0,1,0.000,1.000,0.250,0.750
"keselowski",0,1,0.000,1.000,0.250,0.750
"clinches",0,1,0.000,1.000,0.250,0.750
"nationwide",0,1,0.000,1.000,0.250,0.750
"doping",0,1,0.000,1.000,0.250,0.750
"vague",0,1,0.000,1.000,0.250,0.750
"procedure",0,1,0.000,1.000,0.250,0.750
"two-minute",0,1,0.000,1.000,0.250,0.750
"silence",0,1,0.000,1.000,0.250,0.750
"marked",0,1,0.000,1.000,0.250,0.750
"kosovo",0,1,0.000,1.000,0.250,0.750
"ex-premier",0,1,0.000,1.000,0.250,0.750
"agim",0,1,0.000,1.000,0.250,0.750
"ceku",0,1,0.000,1.000,0.250,0.750
"pressure",0,2,0.000,1.000,0.167,0.833
"mounts",0,1,0.000,1.000,0.250,0.750
"burn",0,1,0.000,1.000,0.250,0.750
"reserves",0,1,0.000,1.000,0.250,0.750
"coca-cola",0,1,0.000,1.000,0.250,0.750
"considers",0,1,0.000,1.000,0.250,0.750
"buying",0,1,0.000,1.000,0.250,0.750
"bush's",0,2,0.000,1.000,0.167,0.833
"faith-based",0,1,0.000,1.000,0.250,0.750
"initiatives",0,1,0.000,1.000,0.250,0.750
"sells",0,1,0.000,1.000,0.250,0.750
"s.",0,1,0.000,1.000,0.250,0.750
"reshuffles",0,1,0.000,1.000,0.250,0.750
"run",0,4,0.000,1.000,0.100,0.900
"refinancing",0,1,0.000,1.000,0.250,0.750
"lucas",0,1,0.000,1.000,0.250,0.750
"glover",0,1,0.000,1.000,0.250,0.750
"poise",0,1,0.000,1.000,0.250,0.750
"airplanes",0,1,0.000,1.000,0.250,0.750
"taiwanese",0,1,0.000,1.000,0.250,0.750
"shorting",0,1,0.000,1.000,0.250,0.750
"financial",0,3,0.000,1.000,0.125,0.875
"stocks",0,2,0.000,1.000,0.167,0.833
"aging",0,1,0.000,1.000,0.250,0.750
"water",0,4,0.000,1.000,0.100,0.900
"mains",0,1,0.000,1.000,0.250,0.750
"becoming",0,1,0.000,1.000,0.250,0.750
"ignore",0,1,0.000,1.000,0.250,0.750
"coaches",0,1,0.000,1.000,0.250,0.750
"recruiting",0,1,0.000,1.000,0.250,0.750
"dark",0,1,0.000,1.000,0.250,0.750
"washington",0,3,0.000,1.000,0.125,0.875
"d.c.",0,2,0.000,1.000,0.167,0.833
"sniper",0,1,0.000,1.000,0.250,0.750
"allen",0,1,0.000,1.000,0.250,0.750
"muhammad",0,1,0.000,1.000,0.250,0.750
"executed",0,1,0.000,1.000,0.250,0.750
"lethal",0,1,0.000,1.000,0.250,0.750
"injection",0,1,0.000,1.000,0.250,0.750
"urges",0,4,0.000,1.000,0.100,0.900
"pilgrims",0,1,0.000,1.000,0.250,0.750
"rome",0,1,0.000,1.000,0.250,0.750
"pope",0,2,0.000,1.000,0.167,0.833
"funeral",0,1,0.000,1.000,0.250,0.750
"evacuated",0,5,0.000,1.000,0.083,0.917
"due",0,2,0.000,1.000,0.167,0.833
"massive",0,1,0.000,1.000,0.250,0.750
"halifax",0,1,0.000,1.000,0.250,0.750
"brush",0,1,0.000,1.000,0.250,0.750
"fires",0,2,0.000,1.000,0.167,0.833
"baxter",0,1,0.000,1.000,0.250,0.750
"mexican",0,1,0.000,1.000,0.250,0.750
"tracking",0,1,0.000,1.000,0.250,0.750
"tool",0,1,0.000,1.000,0.250,0.750
"privacy",0,1,0.000,1.000,0.250,0.750
"stolen;",0,1,0.000,1.000,0.250,0.750
"capitol",0,1,0.000,1.000,0.250,0.750
"153",0,1,0.000,1.000,0.250,0.750
"aboard",0,1,0.000,1.000,0.250,0.750
"moroccans",0,1,0.000,1.000,0.250,0.750
"centrist",0,2,0.000,1.000,0.167,0.833
"secrecy",0,2,0.000,1.000,0.167,0.833
"care",0,3,0.000,1.000,0.125,0.875
"deer",0,2,0.000,1.000,0.167,0.833
"virginia",0,1,0.000,1.000,0.250,0.750
"georgetown",0,1,0.000,1.000,0.250,0.750
"world’s",0,1,0.000,1.000,0.250,0.750
"father",0,1,0.000,1.000,0.250,0.750
"refugee",0,1,0.000,1.000,0.250,0.750
"centres",0,1,0.000,1.000,0.250,0.750
"reporters",0,1,0.000,1.000,0.250,0.750
"suspicion",0,1,0.000,1.000,0.250,0.750
"espionage",0,1,0.000,1.000,0.250,0.750
"capitals",0,1,0.000,1.000,0.250,0.750
"form",0,1,0.000,1.000,0.250,0.750
"detroit",0,1,0.000,1.000,0.250,0.750
"foundations",0,1,0.000,1.000,0.250,0.750
"shift",0,1,0.000,1.000,0.250,0.750
"mortality",0,1,0.000,1.000,0.250,0.750
"post-soviet",0,1,0.000,1.000,0.250,0.750
"era",0,2,0.000,1.000,0.167,0.833
"gallup",0,1,0.000,1.000,0.250,0.750
"islamophobia",0,1,0.000,1.000,0.250,0.750
"prevalent",0,1,0.000,1.000,0.250,0.750
"takeover",0,1,0.000,1.000,0.250,0.750
"ignites",0,2,0.000,1.000,0.167,0.833
"meeting",0,2,0.000,1.000,0.167,0.833
"newsweek",0,1,0.000,1.000,0.250,0.750
"motorcade",0,1,0.000,1.000,0.250,0.750
"lions",0,1,0.000,1.000,0.250,0.750
"alexandra",0,1,0.000,1.000,0.250,0.750
"colts",0,1,0.000,1.000,0.250,0.750
"haskell",0,1,0.000,1.000,0.250,0.750
"lahm",0,1,0.000,1.000,0.250,0.750
"bayern",0,1,0.000,1.000,0.250,0.750
"until",0,1,0.000,1.000,0.250,0.750
"2012",0,1,0.000,1.000,0.250,0.750
"polls",0,1,0.000,1.000,0.250,0.750
"churches",0,1,0.000,1.000,0.250,0.750
"envoy",0,2,0.000,1.000,0.167,0.833
"attacked",0,1,0.000,1.000,0.250,0.750
"ninth",0,1,0.000,1.000,0.250,0.750
"santiago",0,1,0.000,1.000,0.250,0.750
"cali",0,1,0.000,1.000,0.250,0.750
"colombia",0,1,0.000,1.000,0.250,0.750
"agent",0,1,0.000,1.000,0.250,0.750
"francisco's",0,1,0.000,1.000,0.250,0.750
"cindy",0,1,0.000,1.000,0.250,0.750
"sheehan",0,1,0.000,1.000,0.250,0.750
"speaker",0,1,0.000,1.000,0.250,0.750
"pelosi",0,1,0.000,1.000,0.250,0.750
"dexterity",0,1,0.000,1.000,0.250,0.750
"scraps",0,1,0.000,1.000,0.250,0.750
"automatic",0,1,0.000,1.000,0.250,0.750
"raise",0,1,0.000,1.000,0.250,0.750
"fremantle",0,1,0.000,1.000,0.250,0.750
"sydney",0,1,0.000,1.000,0.250,0.750
"qualify",0,1,0.000,1.000,0.250,0.750
"2013",0,1,0.000,1.000,0.250,0.750
"advise",0,1,0.000,1.000,0.250,0.750
"2013/2014",0,1,0.000,1.000,0.250,0.750
"confusion",0,1,0.000,1.000,0.250,0.750
"police:",0,1,0.000,1.000,0.250,0.750
"kept",0,2,0.000,1.000,0.167,0.833
"dungeon",0,1,0.000,1.000,0.250,0.750
"oppressive",0,1,0.000,1.000,0.250,0.750
"conditions",0,2,0.000,1.000,0.167,0.833
"tony",0,1,0.000,1.000,0.250,0.750
"400",0,1,0.000,1.000,0.250,0.750
"wed",0,1,0.000,1.000,0.250,0.750
"pushes",0,2,0.000,1.000,0.167,0.833
"hiv-positive",0,1,0.000,1.000,0.250,0.750
"35",0,1,0.000,1.000,0.250,0.750
"spitting",0,1,0.000,1.000,0.250,0.750
"dallas",0,1,0.000,1.000,0.250,0.750
"hadron",0,1,0.000,1.000,0.250,0.750
"reaches",0,3,0.000,1.000,0.125,0.875
"milestone",0,1,0.000,1.000,0.250,0.750
"world-record",0,1,0.000,1.000,0.250,0.750
"wind",0,3,0.000,1.000,0.125,0.875
"speed",0,1,0.000,1.000,0.250,0.750
"confirmed",0,2,0.000,1.000,0.167,0.833
"american-born",0,1,0.000,1.000,0.250,0.750
"investigation",0,2,0.000,1.000,0.167,0.833
"collide",0,1,0.000,1.000,0.250,0.750
"airliner",0,1,0.000,1.000,0.250,0.750
"republicans",0,2,0.000,1.000,0.167,0.833
"judge",0,2,0.000,1.000,0.167,0.833
"bias",0,1,0.000,1.000,0.250,0.750
"vanessa",0,1,0.000,1.000,0.250,0.750
"hudgens",0,1,0.000,1.000,0.250,0.750
"publicist",0,1,0.000,1.000,0.250,0.750
"incident",0,1,0.000,1.000,0.250,0.750
"begins",0,1,0.000,1.000,0.250,0.750
"convict",0,1,0.000,1.000,0.250,0.750
"vodafone",0,1,0.000,1.000,0.250,0.750
"buys",0,3,0.000,1.000,0.125,0.875
"connex",0,1,0.000,1.000,0.250,0.750
"oskar",0,1,0.000,1.000,0.250,0.750
"cellphone",0,1,0.000,1.000,0.250,0.750
"abilities",0,1,0.000,1.000,0.250,0.750
"untapped",0,1,0.000,1.000,0.250,0.750
"religious",0,1,0.000,1.000,0.250,0.750
"broadcaster",0,1,0.000,1.000,0.250,0.750
"pat",0,1,0.000,1.000,0.250,0.750
"robertson",0,1,0.000,1.000,0.250,0.750
"regulators",0,1,0.000,1.000,0.250,0.750
"zero",0,2,0.000,1.000,0.167,0.833
"risks",0,1,0.000,1.000,0.250,0.750
"sensors",0,1,0.000,1.000,0.250,0.750
"declaration",0,1,0.000,1.000,0.250,0.750
"anti-homosexuality",0,1,0.000,1.000,0.250,0.750
"prepare",0,1,0.000,1.000,0.250,0.750
"easier",0,1,0.000,1.000,0.250,0.750
"interface",0,1,0.000,1.000,0.250,0.750
"caught",0,1,0.000,1.000,0.250,0.750
"lords",0,1,0.000,1.000,0.250,0.750
